0,j_??1?$_Func_impl@U?$_Callable_obj@V_lambda_f72d95458b9f47c0c04a1aa9c2aeeb55_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@UAE@XZ,5,0,1,1,1
1,j_??$destroy@V?$_Func_impl@U?$_Callable_obj@V_lambda_481759cc94bf30bece603396b811ad35_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@@?$allocator@V?$_Func_impl@U?$_Callable_obj@V_lambda_481759cc94bf30bece603396b811ad35_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@@std@@QAEXPAV?$_Func_impl@U?$_Callable_obj@V_lambda_481759cc94bf30bece603396b811ad35_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@1@@Z,5,0,1,1,1
2,j_??0?$basic_iostream@_WU?$char_traits@_W@std@@@std@@QAE@PAV?$basic_streambuf@_WU?$char_traits@_W@std@@@1@@Z_0,5,0,1,1,1
3,j_??$move@AAV?$_Func_impl@U?$_Callable_obj@V_lambda_7aeeef5a09723cf08ed6a82335d6a876_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@@std@@YA$$QAV?$_Func_impl@U?$_Callable_obj@V_lambda_7aeeef5a09723cf08ed6a82335d6a876_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@0@AAV10@@Z,5,0,1,1,1
4,j_?_Reset@?$_Func_class@X$$$V@std@@IAEXXZ,5,0,1,1,1
5,j_??0?$ComPtrRef@V?$ComPtr@UIDXGIFactory2@@@WRL@Microsoft@@@Details@WRL@Microsoft@@QAE@PAV?$ComPtr@UIDXGIFactory2@@@23@@Z,5,0,1,1,1
6,j_??0?$ComPtrRef@V?$ComPtr@UID3D11Device@@@WRL@Microsoft@@@Details@WRL@Microsoft@@QAE@PAV?$ComPtr@UID3D11Device@@@23@@Z,5,0,1,1,1
7,j_??0?$_String_alloc@$0A@U?$_String_base_types@_WV?$allocator@_W@std@@@std@@@std@@QAE@ABV?$allocator@_W@1@@Z,5,0,1,1,1
8,j_??_E?$ComPtr@UIUnknown@@@WRL@Microsoft@@QAEPAXI@Z,5,0,1,1,1
9,j_??$?0V_lambda_9211011c3b8e92851f7acb98b97121d2_@@@?$_Callable_obj@V_lambda_9211011c3b8e92851f7acb98b97121d2_@@$0A@@std@@QAE@$$QAV_lambda_9211011c3b8e92851f7acb98b97121d2_@@@Z,5,0,1,1,1
10,j_??1?$_String_const_iterator@V?$_String_val@U?$_Simple_types@_W@std@@@std@@@std@@QAE@XZ,5,0,1,1,1
11,j_?_Destroy@?$_Ref_count_obj@UCSceneGraphicsBitmap@@@std@@EAEXXZ,5,0,1,1,1
12,j___setdefaultprecision,5,0,1,1,1
13,j__CoInitializeEx@8,5,0,1,1,1
14,j_?max_size@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEIXZ,5,0,1,1,1
15,j_??0?$_Wrap_alloc@V?$allocator@V?$ComPtr@VFontFileStream@@@WRL@Microsoft@@@std@@@std@@QAE@XZ,5,0,1,1,1
16,j_?eof@?$char_traits@_W@std@@SAGXZ,5,0,1,1,1
17,j_??$forward@V?$_Ptr_base@UCSceneGraphicsBitmap@@@std@@@std@@YA$$QAV?$_Ptr_base@UCSceneGraphicsBitmap@@@0@AAV10@@Z,5,0,1,1,1
18,j_??$forward@M@std@@YA$$QAMAAM@Z,5,0,1,1,1
19,j_??$_Debug_pointer@E@std@@YAXPBEPB_WI@Z,5,0,1,1,1
20,j_??0?$_Func_impl@U?$_Callable_obj@V_lambda_267aad19236f443626fedaefc8749495_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@QAE@AAV01@@Z,5,0,1,1,1
21,j_??_G?$_Ref_count_obj@VCSampleCustomColorFontButton@@@std@@UAEPAXI@Z,5,0,1,1,1
22,j_?InternalRelease@?$ComPtr@UID3D11Device2@@@WRL@Microsoft@@IAEKXZ,5,0,1,1,1
23,j_?allocate@?$allocator@V?$_Func_impl@U?$_Callable_obj@V_lambda_888763ea89ed799a85e7ecdb59e905ec_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@std@@@std@@QAEPAV?$_Func_impl@U?$_Callable_obj@V_lambda_888763ea89ed799a85e7ecdb59e905ec_@@$0A@@std@@V?$allocator@V?$_Func_class@X$$$V@std@@@2@X$$$V@2@I@Z,5,0,1,1,1
24,j_?_Getptr@?$_Ref_count_obj@VCSampleElementAnimation@@@std@@QBEPAVCSampleElementAnimation@@XZ,5,0,1,1,1
25,j_??1?$_Ref_count_obj@VCLinearEaseInOutAnimation@@@std@@UAE@XZ,5,0,1,1,1
26,j_?Get@?$ComPtr@VFontLoader@@@WRL@Microsoft@@QBEPAVFontLoader@@XZ,5,0,1,1,1
27,j_??$swap@PAUCSceneGraphicsBitmap@@@std@@YAXAAPAUCSceneGraphicsBitmap@@0@Z,5,0,1,1,1
