File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::OnDPIChanged( _In_ float dpi ),17,12,8,3,3,0,2,15,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetDefaultDPI(float dpi),3,3,3,0,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::IncrementFontSize(),2,2,2,1,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::DecrementFontSize(),2,2,2,1,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetFormatBold(),25,24,20,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetFormatItalic(),25,24,20,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetFormatUnderline(),25,24,20,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetFormatColor(),25,24,20,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetFormatBackgroundColor(),26,25,21,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetAlignment( _In_ WORD wAlignment ),11,11,11,1,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetBulleted(),19,19,15,2,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetNumbered(),19,19,15,2,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::IncrementIndent( _In_ INT lIncrement ),12,12,12,1,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::ResetDefaultContent(),27,20,12,5,4,0,3,29,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,"CSampleRichEditWindow::GetResourceString( _In_ UINT stringID, _Outptr_ PCWSTR * stringText )",28,21,13,4,3,0,4,34,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetText( _In_ PCWSTR stringText ),14,11,9,2,3,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::SetDefaultFormat(),32,21,17,2,6,0,5,39,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::UpdateFontSize( _In_ CHANGE_DIRECTION direction ),32,25,17,3,4,0,3,25,
F:\papter datasets\Dynamic DPI sample\C++\SampleRichEditControl.cpp,CSampleRichEditWindow::ApplyZoomFactor(),11,9,7,2,2,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SlimRWLock.cpp,CSlimRWLock::CSlimRWLock(void),2,2,2,0,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SlimRWLock.cpp,CSlimRWLock::~CSlimRWLock(void),1,1,1,0,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SlimRWLock.cpp,CSlimRWLock::Enter(),2,2,2,0,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SlimRWLock.cpp,CSlimRWLock::Try_Enter(),2,2,2,1,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\SlimRWLock.cpp,CSlimRWLock::Exit(),2,2,2,0,0,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\DirectXHelper.h,ThrowIfFailed(HRESULT hr),14,13,8,2,1,0,0,0,
F:\papter datasets\Dynamic DPI sample\C++\DirectXHelper.h,"ConvertDipsToPixels(float dips, float dpi)",3,3,3,1,0,1,0,4,
F:\papter datasets\Dynamic DPI sample\C++\DirectXHelper.h,SdkLayersAvailable(),15,14,3,1,1,7,0,53,
