13699,13668
13760,13668
15918,13668
11424,13505
12855,13505
12967,13505
19276,16535
13487,13467
19761,19749
12986,13399
23255,13921
23256,13921
23389,13921
23390,13921
23393,13921
23394,13921
23397,13921
23398,13921
24298,13921
24302,13921
24306,13921
24311,13921
24315,13921
24320,13921
26220,13921
26223,13921
26226,13921
26227,13921
26230,13921
26231,13921
20132,20122
20923,20122
20969,20122
19903,19756
21759,21758
21760,21758
21761,21758
21762,21758
12175,12174
12476,12174
12937,12174
13520,12174
21113,12174
22643,12174
22830,12174
22949,12174
22950,12174
23074,12174
23075,12174
23076,12174
23078,12174
23079,12174
23081,12174
26081,12174
26181,12174
26182,12174
26183,12174
26185,12174
26186,12174
26188,12174
16874,19616
18271,17041
20477,17041
19743,19732
19890,19732
19893,19732
19902,19732
18850,17376
18861,17376
18902,17376
19803,17376
12951,11528
19472,19473
19916,19927
19922,19927
11636,11800
11637,11800
11638,11800
13514,11800
15546,15547
19714,20040
12594,12370
13399,12370
13195,13191
13195,13186
11430,12192
11433,12192
12275,12192
12387,12192
12665,12192
12984,12192
13395,12192
13416,12192
22494,12192
22500,12192
22501,12192
22575,12192
22576,12192
22577,12192
22578,12192
22579,12192
22580,12192
22600,12192
22602,12192
22603,12192
22604,12192
22606,12192
22812,12192
22813,12192
22816,12192
22910,12192
22911,12192
22951,12192
22953,12192
22968,12192
22969,12192
23059,12192
23060,12192
23061,12192
23062,12192
21242,22072
20416,16851
11922,11913
17001,17000
21509,21264
16882,17229
17421,17229
17422,17229
20589,20852
20591,20852
20592,20852
20847,20852
17542,17541
17543,17541
22484,22092
21641,21640
21642,21640
21643,21640
21644,21640
21645,21640
21646,21640
21647,21640
21648,21640
16477,18842
20500,20671
20507,20671
20509,20671
20515,20671
20535,20671
20597,20671
19894,19764
12663,12665
16726,16679
25920,16679
13052,13051
13053,13051
13054,13051
13055,13051
13056,13051
19079,19080
11632,13389
12339,13389
13411,13389
13531,13389
11972,11890
12941,13333
12991,13333
11576,11609
11592,11609
12686,13566
12223,12162
22731,12162
16511,16960
21404,21352
20037,19806
20473,21462
19445,19444
17838,17837
17839,17837
12593,13183
12594,13183
12612,13183
17812,17811
17813,17811
17239,17238
12268,12178
18270,17040
20476,17040
19247,19246
17527,17526
17528,17526
11990,11960
11511,11829
14880,14879
12490,13166
13412,13166
19939,20002
19940,20002
19941,20002
20632,21102
20689,21102
22485,22130
16028,16022
19650,16022
12593,12280
12594,12280
12612,12280
16623,12280
22852,12280
22856,12280
22868,12280
11919,11934
19598,19604
12095,13384
12665,13384
12302,13159
12555,13159
12610,13159
12636,13159
12665,13159
21284,21213
11531,11599
12945,13206
12365,12761
12510,12761
20829,18774
15898,15899
13534,13414
16623,16697
19685,20159
20149,20159
21125,20159
15907,15896
20875,20870
20181,20184
12646,12601
12647,12601
19963,20950
13313,11701
20524,20500
17053,17102
17152,17102
21103,21080
12632,12437
12646,12437
12647,12437
12462,12456
16013,16012
16367,16012
12216,12264
22724,12264
16048,16132
14054,14053
14055,14053
14056,14053
12339,12741
17275,17347
17493,17347
20118,20143
16311,16098
14946,14945
15158,15157
18151,18150
18152,18150
18701,17063
17215,15994
17295,15994
12663,11832
20362,20113
12403,13562
12952,13562
12969,13562
13533,13562
20187,20703
20274,20703
20314,20703
21117,20703
16155,16356
16158,16356
16143,16840
14906,14905
20190,21123
18053,18052
18054,18052
16293,16498
16294,16498
16749,16498
12267,12177
21241,22071
17025,17024
11575,11542
17028,17027
17029,17027
18257,17027
12663,13157
12949,11526
21948,21947
19835,20695
16787,16765
18633,18632
18634,18632
13408,12504
21431,21467
21468,21467
21933,21467
12768,11384
14842,14841
20614,20146
17438,17428
14513,14512
13082,13081
13083,13081
13084,13081
13085,13081
13086,13081
13087,13081
21196,21209
21250,21209
21262,21209
21281,21209
13981,14374
13987,14374
20862,20877
16294,15982
14169,14168
11425,12976
11428,12976
13288,12976
13398,12976
19680,20923
20634,20923
12045,12070
12103,12070
11916,11931
21118,20401
20095,20103
16499,16117
16918,16685
14081,14080
14082,14080
20814,18759
17275,16066
19899,19792
