0
1
2
3
4
5
6
7
8
9
10
11,4233672,4233948,4233996,4234388,4234416,4234528,4234680,4234768,4234904,4234984,4235104,4235176,4235320,4247556,4247560,4252696,4252696,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252848,4252848
12,4233672,4233816,4233864,4233948,4233996,4234064,4247552,4247560,4252696,4252696,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700
13,4229808,4235392,4235416,4235440,4235464,4235552,4252404,4252404,4252404,4252404,4252408,4252408,4252408,4252408,4252412,4252412,4252700,4252700,4252700,4252700
14
15,4252852,4252852
16,4252580,4252580
17,4235972,4235996,4247560,4252404,4252404,4252408,4252408,4252412,4252412,4252416,4252416,4252548,4252548,4252844,4252844
18,4235772,4235972,4235996,4236024,4247560,4252404,4252404,4252408,4252408,4252408,4252408,4252412,4252412
19,4236044,4236064,4236104,4236156,4236192,4247560,4252552,4252552,4252560,4252560,4252792,4252792,4252792,4252792,4252796,4252796,4252948,4252948,4252952,4252952,4252956,4252956
20,4252556,4252556
21,4236432,4236528,4236568,4236692,4236716,4236740,4236792,4236928,4237048,4237152,4237184,4237352,4237384,4237904,4238000,4247560,4252404,4252404,4252408,4252408,4252412,4252412,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252700,4252784,4252784,4252784,4252784,4252784,4252784,4252784,4252784,4252788,4252788,4252788,4252788,4252788,4252788,4252788,4252788,4252792,4252792,4252792,4252792,4252948,4252948,4252952,4252952,4252956,4252956
22,4252900
23,4252404
24,4252408
25,4252412
26,4252416
27,4252848
28,4252852
29,4252844
30,4252956
31,4252952
32,4252948
33,4252796
34,4252792
35,4252788
36,4252784
37,4252700
38,4252696
39
40
41
42
43,4247560
44,4247872,4247872
45
46,4252692
47,4252580
48,4252548
49,4252552
50,4252556
51,4252560
52,4247588,4247592,4247900,4248720,4248732,4248764,4248764,4248780,4252480,4252480,4252604,4252604,4252608,4252608,4252624,4252628,4252704,4252704
53,4247884,4247888,4247892,4247896,4247896,4247904,4247904,4248724,4248728,4252576,4252576
54
55,4238048,4238128,4238136,4247560,4247876,4247876,4247876,4247876,4247880,4247880,4247880,4247884,4247888,4247892,4247892,4247900,4247900,4248760,4248760,4248760,4248760,4248760,4248760,4248784,4248784,4248784,4252584,4252584,4252588,4252588,4252592,4252592,4252596,4252600,4252600,4252600,4252600,4252620
56
57
58,4247560,4252472,4252472
59,4247560,4252472,4252472
60,4239368,4239368,4239392,4239408,4239484,4239496,4239540,4239548,4239568,4239640,4239660,4239664,4239668,4247560,4247584,4247908,4247908,4252408,4252408,4252412,4252412,4252464,4252464,4252468,4252468,4252484,4252484
61,4238232,4247568
62,4238280,4238308,4239320,4247560,4247576,4247576
63,4239360,4247908
64,4238256,4239072,4239184,4239248,4239268,4239288,4247560,4252416,4252416,4252416,4252460,4252460,4252460,4252476,4252476
65,4238328,4238344,4239680,4247560,4247580,4247580
66,4248708,4248708,4252476,4252476
67,4239732,4247560,4247564,4247912,4247992
68
69,4239732,4247912
70,4239732,4247912
71,4248712
72,4248716
73,4239740
74
75,4248712,4248712,4248716
76,4248712,4248716,4248716
77,4247568,4247568
78,4252564
79
80
81,4252568
82,4252572
83
84,4252576
85,4252704
86,4252584
87,4252588
88
89,4247560
90
91,4252592
92,4252596
93,4252600
94,4247560,4247560,4247560,4247560,4247564,4247564,4252440,4252440,4252444,4252444,4252448,4252448,4252452,4252452
95
96,4238128,4239952,4240144,4240244,4248764,4248764,4248764,4248764,4248764,4248780,4248780,4248780,4252480,4252480,4252584,4252584,4252660,4252660
97,4247560,4248764,4248764,4248780,4248780,4248780,4252436,4252436,4252436,4252436,4252436,4252436,4252480,4252480,4252480,4252480,4252480,4252480,4252668,4252668
98
99
100
101,4252604
102
103,4240296,4240400,4240448
104,4252608
105,4252612
106,4252616
107,4247560
108,4240604,4240876,4247560,4248740,4248740,4252396,4252396,4252400,4252400,4252400,4252400,4252468,4252468,4252468,4252468,4252468,4252484,4252484,4252484,4252484
109,4240576,4240632,4240632,4240660,4240676,4240696,4240712,4240804,4247560,4252404,4252404,4252404,4252404,4252408,4252408,4252408,4252408,4252412,4252412,4252468,4252468,4252468,4252468,4252484,4252484,4252484,4252484
110,4240848,4240856,4247560
111,4240896,4240916,4248736,4248736,4248736,4248741,4248741,4252400,4252400,4252408,4252408,4252420,4252420,4252424,4252424,4252424,4252424,4252428,4252428,4252432,4252432
112,4252632
113,4252636
114,4252640
115,4252644
116,4252648
117,4252652
118,4252656
119,4252660
120,4252664
121,4252672
122,4252676
123,4252680
124,4252684
125,4252688
126,4252480
127,4252476
128,4252472
129,4252484
130,4252468
131,4252464
132,4252460
133,4252456
134,4252452
135,4252448
136,4252444
137,4252440
138,4252436
139,4252432
140,4252428
141,4252424
142,4252420
143,4252400
144,4252396
