File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::findCmap(int platform, int encoding)",9,8,6,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::mapCodeToGID(int i, int c)",70,66,50,22,1,0,3,19,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,FoFiTrueType::mapNameToGID(char *name),5,5,4,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,FoFiTrueType::getEmbeddingRights(),22,21,16,11,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::convertToType42(char *psName, char **encoding, Gushort *codeToGID, FoFiOutputFunc outputFunc, void *outputStream)",28,20,19,0,4,0,4,20,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::convertToCIDType2(char *psName, Gushort *cidMap, int nCIDs, GBool needVerticalMetrics, FoFiOutputFunc outputFunc, void *outputStream)",105,96,81,9,4,0,5,29,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::convertToType0(char *psName, Gushort *cidMap, int nCIDs, GBool needVerticalMetrics, FoFiOutputFunc outputFunc, void *outputStream)",67,61,54,5,3,0,3,18,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::writeTTF(FoFiOutputFunc outputFunc, void *outputStream, char *name, Gushort *codeToGID)",475,434,329,57,14,67,27,366,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::cvtEncoding(char **encoding, FoFiOutputFunc outputFunc, void *outputStream)",23,22,18,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::cvtCharStrings(char **encoding, Gushort *codeToGID, FoFiOutputFunc outputFunc, void *outputStream)",45,29,23,5,4,1,12,95,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::cvtSfnts(FoFiOutputFunc outputFunc, void *outputStream, GString *name, GBool needVerticalMetrics)",287,252,190,33,12,28,23,242,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::dumpString(Guchar *s, int length, FoFiOutputFunc outputFunc, void *outputStream)",24,22,17,5,1,0,1,13,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,"FoFiTrueType::computeTableChecksum(Guchar *data, int length)",27,26,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,FoFiTrueType::parse(),119,100,75,19,9,0,10,66,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,FoFiTrueType::readPostTable(),78,75,59,16,3,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiTrueType.cc,FoFiTrueType::seekTable(char *tag),14,13,8,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,"FoFiType1::make(char *fileA, int lenA)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::load(char *fileName),8,7,6,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,"FoFiType1::FoFiType1(char *fileA, int lenA, GBool freeFileDataA)",4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::~FoFiType1(),12,11,8,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::getName(),5,5,4,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::getEncoding(),5,5,4,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,"FoFiType1::writeEncoded(char **newEncoding, FoFiOutputFunc outputFunc, void *outputStream)",42,35,28,8,3,0,4,24,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::getNextLine(char *line),14,14,10,6,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1.cc,FoFiType1::parse(),71,63,48,17,5,0,3,10,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::make(char *fileA, int lenA)",9,8,7,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::load(char *fileName),14,13,11,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::FoFiType1C(char *fileA, int lenA, GBool freeFileDataA)",6,6,6,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::~FoFiType1C(),26,25,14,6,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::getName(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::getEncoding(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::getCIDToGIDMap(int *nCIDs),26,21,17,6,2,0,3,31,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::convertToType1(char **newEncoding, GBool ascii, FoFiOutputFunc outputFunc, void *outputStream)",250,233,185,39,7,0,10,51,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::convertToCIDType0(char *psName, FoFiOutputFunc outputFunc, void *outputStream)",283,261,198,45,10,0,12,67,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::convertToType0(char *psName, FoFiOutputFunc outputFunc, void *outputStream)",271,244,182,43,13,0,14,78,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::eexecCvtGlyph(Type1CEexecBuf *eb, char *glyphName, int offset, int nBytes, Type1CIndex *subrIdx, Type1CPrivateDict *pDict)",15,11,10,0,3,0,1,3,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::cvtGlyph(int offset, int nBytes, GString *charBuf, Type1CIndex *subrIdx, Type1CPrivateDict *pDict, GBool top)",628,581,449,109,3,53,44,453,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::cvtGlyphWidth(GBool useOp, GString *charBuf, Type1CPrivateDict *pDict)",19,18,16,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::cvtNum(double x, GBool isFP, GString *charBuf)",49,47,44,3,1,0,1,10,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::eexecWrite(Type1CEexecBuf *eb, char *s)",19,18,15,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::eexecWriteCharstring(Type1CEexecBuf *eb, Guchar *s, int n)",20,18,15,3,1,0,1,2,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::parse(),104,79,60,27,13,0,12,75,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::readTopDict(),94,92,87,6,2,1,0,3,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::readFD(int offset, int length, Type1CPrivateDict *pDict)",45,44,38,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::readPrivateDict(int offset, int length, Type1CPrivateDict *pDict)",113,109,79,25,3,1,1,5,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::readFDSelect(),49,46,36,10,1,0,2,17,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::buildEncoding(),86,83,61,21,3,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,FoFiType1C::readCharset(),60,59,47,17,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getOp(int pos, GBool charstring, GBool *ok)",96,84,72,18,12,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getDeltaIntArray(int *arr, int maxLen)",13,12,10,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getDeltaFPArray(double *arr, int maxLen)",13,12,10,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getIndex(int pos, Type1CIndex *idx, GBool *ok)",22,21,16,4,0,0,1,10,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getIndexVal(Type1CIndex *idx, int i, Type1CIndexVal *val, GBool *ok)",18,17,11,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\fofi\FoFiType1C.cc,"FoFiType1C::getString(int sid, char *buf, GBool *ok)",20,19,16,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\FixedPoint.cc,FixedPoint::sqrt(FixedPoint x),14,13,12,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\FixedPoint.cc,"FixedPoint::pow(FixedPoint x, FixedPoint y)",34,31,30,2,1,0,2,6,
F:\benchmark\pdftohtml-0.40a\goo\FixedPoint.cc,"FixedPoint::mul(int x, int y)",12,12,9,2,0,1,0,1,
F:\benchmark\pdftohtml-0.40a\goo\FixedPoint.cc,"FixedPoint::div(int x, int y)",5,5,2,1,0,1,0,1,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,getHomeDir(),44,33,20,9,6,0,5,17,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,getCurrentDir(),16,15,4,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,"appendToPath(GString *path, char *fileName)",164,135,100,37,15,0,14,67,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,grabPath(char *fileName),47,33,19,21,9,0,5,17,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,isAbsolutePath(char *path),22,13,6,5,4,0,5,17,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,makePathAbsolute(GString *path),80,68,45,16,7,0,5,17,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,getModTime(char *fileName),12,10,6,4,1,0,1,11,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,"openTempFile(GString **name, FILE **f, char *mode, char *ext)",83,73,51,22,3,2,7,47,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,executeCommand(char *cmd),6,6,3,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,"getLine(char *buf, int size, FILE *f)",27,26,20,11,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,"GDirEntry::GDirEntry(char *dirPath, char *nameA, GBool doStat)",33,32,16,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,GDirEntry::~GDirEntry(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,"GDir::GDir(char *name, GBool doStatA)",18,17,10,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,GDir::~GDir(),13,13,6,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,GDir::getNextEntry(),44,42,28,10,2,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gfile.cc,GDir::rewind(),19,18,9,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::GHash(GBool deleteKeysA),10,9,8,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::~GHash(),15,14,11,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::add(GString *key, void *val)",17,13,12,1,2,0,2,9,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::add(GString *key, int val)",17,13,12,1,2,0,2,9,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::replace(GString *key, void *val)",10,9,8,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::replace(GString *key, int val)",10,9,8,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::lookup(GString *key),8,7,6,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::lookupInt(GString *key),8,7,6,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::lookup(char *key),8,7,6,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::lookupInt(char *key),8,7,6,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::remove(GString *key),21,20,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::removeInt(GString *key),21,20,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::remove(char *key),21,20,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::removeInt(char *key),21,20,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::startIter(GHashIter **iter),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::getNext(GHashIter **iter, GString **key, void **val)",18,18,14,7,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::getNext(GHashIter **iter, GString **key, int *val)",18,18,14,7,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::killIter(GHashIter **iter),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::expand(),22,21,18,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::find(GString *key, int *h)",10,9,7,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,"GHash::find(char *key, int *h)",10,9,7,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::hash(GString *key),10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GHash.cc,GHash::hash(char *key),9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::GList(),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::GList(int sizeA),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::~GList(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::append(void *p),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::append(GList *list),9,8,6,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,"GList::insert(int i, void *p)",9,9,7,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::del(int i),12,11,9,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,"GList::sort(int (*cmp)(const void *obj1, const void *obj2))",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::expand(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GList.cc,GList::shrink(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gmempp.cc,operator new(size_t size),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gmempp.cc,operator new[](size_t size),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gmempp.cc,operator delete(void *p),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\gmempp.cc,operator delete[](void *p),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,size(int len),5,4,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::resize(int length1),16,15,13,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::GString(),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::GString(const char *sA),6,5,5,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::GString(const char *sA, int lengthA)",5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::GString(GString *str, int idx, int lengthA)",5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::GString(GString *str),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::GString(GString *str1, GString *str2)",8,7,7,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::fromInt(int x),24,23,19,5,1,1,0,9,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::~GString(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::clear(),4,4,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::append(char c),5,5,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::append(GString *str),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::append(const char *str),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::append(const char *str, int lengthA)",6,6,6,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::insert(int i, char c)",9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::insert(int i, GString *str)",10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::insert(int i, const char *str)",10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::insert(int i, const char *str, int lengthA)",9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::del(int i, int n)",13,12,9,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::upperCase(),8,7,5,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::lowerCase(),8,7,5,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::cmp(GString *str),13,12,10,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::cmpN(GString *str, int n)",18,17,14,6,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,GString::cmp(const char *sA),18,17,13,8,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\goo\GString.cc,"GString::cmpN(const char *sA, int n)",21,20,15,10,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,"blendNormal(SplashColorPtr src, SplashColorPtr dest, SplashColorPtr blend, SplashColorMode cm)",6,5,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::Splash(SplashBitmap *bitmapA),6,6,6,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::~Splash(),8,8,6,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getStrokePattern(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getFillPattern(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getScreen(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getBlendFunc(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getStrokeAlpha(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getFillAlpha(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineWidth(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineCap(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineJoin(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getMiterLimit(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getFlatness(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineDash(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineDashLength(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getLineDashPhase(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::getClip(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setStrokePattern(SplashPattern *strokePattern),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setFillPattern(SplashPattern *fillPattern),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setScreen(SplashScreen *screen),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setBlendFunc(SplashBlendFunc func),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setStrokeAlpha(SplashCoord alpha),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setFillAlpha(SplashCoord alpha),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setLineWidth(SplashCoord lineWidth),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setLineCap(int lineCap),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setLineJoin(int lineJoin),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setMiterLimit(SplashCoord miterLimit),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setFlatness(SplashCoord flatness),6,6,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,"Splash::setLineDash(SplashCoord *lineDash, int lineDashLength, SplashCoord lineDashPhase)",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,"Splash::clipResetToRect(SplashCoord x0, SplashCoord y0, SplashCoord x1, SplashCoord y1)",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,"Splash::clipToRect(SplashCoord x0, SplashCoord y0, SplashCoord x1, SplashCoord y1)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,"Splash::clipToPath(SplashPath *path, GBool eo)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::saveState(),6,5,5,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::restoreState(),10,9,8,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::setSoftMask(SplashBitmap *softMaskA),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::clearModRegion(),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\splash\Splash.cc,Splash::updateModX(int x),7,7,5,2,0,0,0,0,
