File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"append_quoted_string(char **buf, size_t *size, size_t *offset, const char *s)",17,15,12,5,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"enhex(char *dest, const unsigned char *src, size_t n)",7,5,4,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,http_digest_init_secret(void),8,7,5,5,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,make_nonce(const struct timeval *tv),25,19,17,2,5,0,1,8
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"make_response(char buf[MD5_DIGEST_LENGTH * 2 + 1], const char *username, const char *realm, const char *password, const char *method, const char *uri, const char *nonce, enum http_digest_qop qop, const char *nc, const char *cnonce)",41,34,33,1,4,0,3,9
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"http_digest_nonce_time(const char *nonce, struct timeval *tv)",10,7,6,3,3,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"http_digest_proxy_authenticate(const char *realm, int stale)",22,17,15,4,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"http_digest_proxy_authorization(const struct http_challenge *challenge, const char *username, const char *password, const char *method, const char *uri)",60,49,40,12,9,0,2,18
F:\papter datasets\Development\stats\nmap\ncat\http_digest.c,"http_digest_check_credentials(const char *username, const char *realm, const char *password, const char *method, const struct http_credentials *credentials)",43,36,19,22,6,0,1,9
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"verify_callback(int ok, X509_STORE_CTX *store)",28,21,18,3,5,0,2,12
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,set_ssl_ctx_options(SSL_CTX *ctx),30,27,17,9,2,0,1,8
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,connect_report(nsock_iod nsi),52,44,28,6,8,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"sock_to_url(char *host_str, unsigned short port)",13,11,7,3,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"append_connect_request_line(char **buf, size_t *size, size_t *offset, char* host_str,unsigned short port)",3,3,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"http_connect_request(char* host_str, unsigned short port, int *n)",9,7,7,1,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"http_connect_request_auth(char* host_str, unsigned short port, int *n, struct http_challenge *challenge)",43,38,32,6,4,0,1,7
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,do_proxy_http(void),126,106,86,24,19,0,1,8
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,do_proxy_socks4(void),84,66,52,19,15,3,3,30
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,do_proxy_socks5(void),247,196,156,53,34,4,17,122
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,ncat_connect(void),197,154,80,29,24,1,19,140
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"connect_handler(nsock_pool nsp, nsock_event evt, void *data)",32,23,17,4,6,0,3,17
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"post_connect(nsock_pool nsp, nsock_iod iod)",31,18,11,4,5,0,8,67
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"read_stdin_handler(nsock_pool nsp, nsock_event evt, void *data)",44,34,28,6,8,0,2,16
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"read_socket_handler(nsock_pool nsp, nsock_event evt, void *data)",41,31,27,4,8,0,2,19
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"write_socket_handler(nsock_pool nsp, nsock_event evt, void *data)",21,16,15,1,3,0,2,14
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,"idle_timer_handler(nsock_pool nsp, nsock_event evt, void *data)",14,9,8,1,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_connect.c,refresh_idle_timer(nsock_pool nsp),6,6,4,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,options_init(void),51,45,43,0,6,1,0,2
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"resolve_internal(const char *hostname, unsigned short port, struct sockaddr_storage *ss, size_t *sslen, int af, int addl_flags)",30,24,22,5,5,0,1,11
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"resolve(const char *hostname, unsigned short port, struct sockaddr_storage *ss, size_t *sslen, int af)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,fdinfo_close(struct fdinfo *fdn),10,9,6,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"fdinfo_recv(struct fdinfo *fdn, char *buf, size_t size)",6,6,3,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,fdinfo_pending(struct fdinfo *fdn),6,6,3,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_recv(struct fdinfo *fdn, char *buf, size_t size, int *pending)",22,13,10,5,6,0,3,30
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"fdinfo_send(struct fdinfo *fdn, const char *buf, size_t size)",6,6,3,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"blocking_fdinfo_send(struct fdinfo *fdn, const char *buf, size_t size)",8,6,6,1,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_send(struct fdinfo *fdn, const char *buf, size_t size)",13,9,7,5,4,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_broadcast(fd_set *fds, const fd_list_t *fdlist, const char *msg, size_t size)",24,19,14,7,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"dotelnet(int s, unsigned char *buf, size_t bufsiz)",22,14,10,4,6,1,2,16
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,ncat_delay_timer(int delayval),8,6,6,1,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_log_send(const char *data, size_t len)",6,5,3,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_log_recv(const char *data, size_t len)",3,2,2,0,0,0,1,10
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,"ncat_hexdump(int logfd, const char *data, int len)",61,40,38,6,12,0,9,53
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,getaddrfamily(const char *addr),15,13,11,5,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_core.c,setup_environment(struct fdinfo *info),39,36,26,8,3,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,"netrun(struct fdinfo *fdn, char *cmdexec)",26,21,18,6,4,0,1,9
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,"netexec(struct fdinfo *fdn, char *cmdexec)",15,10,9,1,3,0,2,26
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,set_pseudo_sigchld_handler(void (*handler)(void)),12,11,10,1,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,"setenv_portable(const char *name, const char *value)",13,10,10,1,0,1,3,34
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,"run_command_redirected(char *cmdexec, struct subprocess_info *info)",81,60,47,13,12,0,9,73
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,get_shell(void),8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,subprocess_info_close(struct subprocess_info *info),13,13,10,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,"start_subprocess(char *cmdexec, struct subprocess_info *info)",63,50,38,17,12,0,1,4
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,subprocess_thread_func(void *data),117,87,70,23,13,0,17,140
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,get_subprocess_slot(void),28,23,18,6,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,register_subprocess(HANDLE proc),39,30,24,7,7,0,2,21
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,unregister_subprocess(HANDLE proc),23,19,15,6,4,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,terminate_subprocesses(void),29,24,18,6,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_exec_win.c,sigint_handler(int s),3,3,3,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,decrease_conn_count(void),3,3,3,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,get_conn_count(void),12,8,8,1,2,0,2,14
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,sigchld_handler(int signum),3,3,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,ncat_listen_stream(int proto),187,131,89,36,25,0,31,261
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,handle_connection(int socket_accept),85,69,46,15,13,0,3,32
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,post_handle_connection(struct fdinfo sinfo),32,23,12,8,1,0,8,56
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,read_stdin(void),37,26,20,8,7,0,4,38
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,read_socket(int recv_fd),41,34,27,7,7,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,ncat_listen_dgram(int proto),264,192,143,54,38,0,34,221
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,ncat_listen(),22,20,9,10,1,0,1,2
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,read_and_broadcast(int recv_fd),98,73,54,16,16,0,9,81
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,shutdown_sockets(int how),12,10,8,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,"chat_announce_connect(int fd, const union sockaddr_u *su)",36,26,20,6,10,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,chat_announce_disconnect(int fd),10,8,6,3,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_listen.c,"chat_filter(char *buf, size_t size, int fd, int *nwritten)",36,28,25,4,6,0,2,16
F:\papter datasets\Development\stats\nmap\ncat\ncat_lua.c,report(char *prefix),6,6,5,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_lua.c,traceback(lua_State *L),12,12,9,4,0,2,0,11
F:\papter datasets\Development\stats\nmap\ncat\ncat_lua.c,lua_setup(void),13,9,8,1,3,0,1,5
F:\papter datasets\Development\stats\nmap\ncat\ncat_lua.c,lua_run(void),11,10,8,2,0,0,1,14
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,"parseproxy(char *str, struct sockaddr_storage *ss, size_t *sslen, unsigned short *portno)",21,16,12,5,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,"host_list_add_spec(struct host_list_node **list, char *spec)",6,6,6,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,"host_list_add_filename(struct host_list_node **list, char *filename)",6,6,6,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,host_list_free(struct host_list_node *list),6,6,5,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,"host_list_to_set(struct addrset *set, struct host_list_node *list)",24,21,15,6,3,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,print_banner(void),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,"main(int argc, char *argv[])",649,560,328,106,38,5,51,448
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,ncat_connect_mode(void),19,10,6,5,4,0,5,30
F:\papter datasets\Development\stats\nmap\ncat\ncat_main.c,ncat_listen_mode(void),60,44,25,14,9,0,7,78
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,"netrun(struct fdinfo *info, char *cmdexec)",16,11,9,3,4,0,1,5
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,"write_loop(int fd, char *buf, size_t size)",17,15,11,5,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,"netexec(struct fdinfo *info, char *cmdexec)",134,103,71,26,18,0,13,131
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,cmdline_split(const char *cmdexec),65,49,37,16,10,0,6,44
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,"ncat_openlog(const char *logfile, int append)",5,5,3,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,set_lf_mode(void),2,1,1,0,0,0,1,3
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,ssl_load_default_ca_certs(SSL_CTX *ctx),20,14,10,5,4,0,2,14
F:\papter datasets\Development\stats\nmap\ncat\ncat_posix.c,"setenv_portable(const char *name, const char *value)",2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,proxyreaper(int signo),3,3,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"send_string(struct fdinfo *fdn, const char *s)",2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,ncat_http_server(void),111,82,54,22,19,0,10,70
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,handler_thread_func(void *data),5,4,4,1,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"fork_handler(int s, int c)",14,13,11,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"fork_handler(int s, int c)",20,17,15,2,3,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,method_is_known(const char *method),5,5,2,4,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,http_server_handler(int c),115,99,75,21,10,0,6,39
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"handle_connect(struct socket_buffer *client_sock, struct http_request *request)",98,78,60,21,18,0,2,26
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"handle_method(struct socket_buffer *client_sock, struct http_request *request)",55,42,30,18,10,0,3,33
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"do_transaction(struct http_request *request, struct socket_buffer *client_sock, struct socket_buffer *server_sock)",148,110,78,47,18,0,20,196
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"send_proxy_authenticate(struct fdinfo *fdn, int stale)",25,20,16,2,5,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,http_code2str(int code),26,23,10,10,1,0,2,16
F:\papter datasets\Development\stats\nmap\ncat\ncat_proxy.c,"check_auth(const struct http_request *request, const struct http_credentials *credentials, int *stale)",76,52,37,20,11,0,13,131
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,setup_ssl_listen(void),68,53,35,17,9,0,6,53
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,new_ssl(int fd),9,7,5,3,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"wildcard_match(const char *pattern, const char *hostname, size_t len)",37,22,16,10,5,0,10,73
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"cert_match_dnsname(X509 *cert, const char *hostname, unsigned int *num_checked)",67,48,28,17,7,0,12,121
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"num_components(const unsigned char *pattern, size_t len)",17,15,11,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"less_specific(const unsigned char *a, size_t a_len, const unsigned char *b, size_t b_len)",8,6,4,5,1,0,1,10
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"most_specific_commonname(X509_NAME *subject, const char **result)",24,20,15,6,2,0,2,18
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"cert_match_commonname(X509 *cert, const char *hostname)",20,15,11,8,4,0,1,4
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"ssl_post_connect_check(SSL *ssl, const char *hostname)",31,18,13,10,6,0,7,74
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"ssl_gen_cert(X509 **cert, EVP_PKEY **key)",84,67,45,22,11,1,6,27
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,"ssl_cert_fp_str_sha1(const X509 *cert, char *strbuf, size_t len)",23,20,16,7,3,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_ssl.c,ssl_handshake(struct fdinfo *sinfo),38,29,17,15,8,0,1,8
F:\papter datasets\Development\stats\nmap\ncat\ncat_win.c,"ncat_openlog(const char *logfile, int append)",5,5,3,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\ncat_win.c,set_lf_mode(void),10,6,4,1,0,0,4,47
F:\papter datasets\Development\stats\nmap\ncat\ncat_win.c,ssl_load_default_ca_certs(SSL_CTX *ctx),28,23,18,6,4,0,1,5
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Calloc(size_t nmemb, size_t size)",11,7,6,2,3,0,1,8
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,Close(int fd),5,4,3,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Connect(int sockfd, const struct sockaddr *serv_addr, socklen_t addrlen)",5,4,3,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Dup2(int oldfd, int newfd)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Listen(int s, int backlog)",5,4,3,2,1,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Open(const char *pathname, int flags, mode_t mode)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Read(int fd, void *buf, size_t count)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Setsockopt(int s, int level, int optname, const void *optval, socklen_t optlen)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Signal(int signum, sighandler_t handler)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Socket(int domain, int type, int protocol)",8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,Strdup(const char *s),8,6,5,2,2,0,0,0
F:\papter datasets\Development\stats\nmap\ncat\sys_wrap.c,"Write(int fd, const void *buf, size_t count)",7,5,4,2,2,1,0,9
