1,30,31,37,42,48,49,50,58,79,80,94,112
6,4
7,5
30,14,17,19
34,33
35,33
43,43
49,19,20,21,22,23,24,25,26,27,28,29,38,45,46,47,136
55,137
57,42
62,34
63,36
64,34,36,52,53,55
65,8,9,10,61,64
66,61,64
69,35
70,35,36,52,53,55,68
71,66,68,70
72,35,52,53,54,55
73,39
76,51,57,73,74,75
77,40,42,72,76
78,43
79,43,59,65,71,77
80,51
89,88
90,88
91,88,90
92,89,92
99,98
100,98
101,98
103,102
105,88
106,91,93
108,105
109,104,106,107
110,92,93
111,97,108,109,110
112,11,15,90,97,103,108,109,111
132,31
133,31
135,134
136,134
138,0,3,7
