File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\gperf-3.0.4\src\options.cc,Options::long_usage(FILE * stream),185,185,53,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::print_options() const,64,59,34,11,4,0,1,8,
F:\benchmark\gperf-3.0.4\src\options.cc,"PositionStringParser::PositionStringParser(const char *str, int low_bound, int high_bound, int end_word_marker, int error_value, int end_marker)",1,1,1,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,PositionStringParser::nextPosition(),59,45,25,17,5,0,9,51,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::Options(),1,1,1,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::~Options(),80,78,10,4,2,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_language(const char *language),20,20,11,2,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_total_switches(int total_switches),6,6,4,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_function_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_slot_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_initializer_suffix(const char *initializers),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_class_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_hash_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_wordlist_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_lengthtable_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_stringpool_name(const char *name),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,Options::set_delimiters(const char *delimiters),3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\options.cc,"Options::parse_options(int argc, char *argv[])",344,323,191,63,10,69,11,410,
F:\benchmark\gperf-3.0.4\src\output.cc,smallest_integral_type(int n),4,4,4,3,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"smallest_integral_type(int min, int max)",5,5,4,4,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output::Output(KeywordExt_List *head, const char *struct_decl, unsigned int struct_decl_lineno, const char *return_type, const char *struct_tag, const char *verbatim_declarations, const char *verbatim_declarations_end, unsigned int verbatim_declarations_lineno, const char *verbatim_code, const char *verbatim_code_end, unsigned int verbatim_code_lineno, bool charset_dependent, int total_keys, int max_key_len, int min_key_len, bool hash_includes_len, const Positions& positions, const unsigned int *alpha_inc, int total_duplicates, unsigned int alpha_size, const int *asso_values)",1,1,1,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::compute_min_max(),10,6,5,1,2,0,2,28,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::num_hash_values() const,7,5,4,2,0,0,2,25,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Defines::output_start(),2,2,2,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Defines::output_item(const char *name, int value)",2,2,2,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Defines::output_end(),1,1,1,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Enum::output_start(),5,5,3,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Enum::output_item(const char *name, int value)",5,5,4,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Enum::output_end(),4,4,3,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_constants(struct Output_Constants& style) const,8,8,8,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,output_upperlower_table(),18,17,8,3,1,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,output_upperlower_strcmp(),44,44,6,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,output_upperlower_strncmp(),54,54,6,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,output_upperlower_memcmp(),54,54,6,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_string(const char *key, int len)",24,20,13,3,0,0,4,39,
F:\benchmark\gperf-3.0.4\src\output.cc,output_line_directive(unsigned int lineno),8,8,6,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_const_type(const char *const_string, const char *type_string)",7,5,3,1,0,0,2,22,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Expr1::output_expr() const,2,2,2,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output_Expr2::output_expr() const,2,2,2,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Compare::output_firstchar_comparison(const Output_Expr& expr1, const Output_Expr& expr2) const",24,18,14,3,0,0,6,54,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Compare_Strcmp::output_comparison(const Output_Expr& expr1, const Output_Expr& expr2) const",20,20,15,2,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Compare_Strncmp::output_comparison(const Output_Expr& expr1, const Output_Expr& expr2) const",23,23,18,2,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"Output_Compare_Memcmp::output_comparison(const Output_Expr& expr1, const Output_Expr& expr2) const",21,21,16,2,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_asso_values_ref(int pos) const,14,12,8,2,0,0,2,24,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_hash_function() const,177,137,60,31,22,4,18,157,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_keylength_table() const,62,48,27,12,8,1,6,46,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_string_pool() const,94,73,37,17,13,2,8,66,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_keyword_entry(KeywordExt *temp, int stringpool_index, const char *indent)",21,21,10,6,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_keyword_blank_entries(int count, const char *indent)",42,42,21,10,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_keyword_table() const,61,44,25,9,11,1,6,47,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_lookup_array() const,141,112,67,25,16,4,13,143,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_lookup_pools() const,10,10,5,2,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_lookup_tables() const,17,15,8,4,0,0,2,18,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_switch_case(KeywordExt_List *list, int indent, int *jumps_away)",53,49,23,8,4,0,0,0,
F:\benchmark\gperf-3.0.4\src\output.cc,"output_switches(KeywordExt_List *list, int num_switches, int size, int min_hash_value, int max_hash_value, int indent)",77,69,35,8,7,0,1,5,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_lookup_function_body(const Output_Compare& comparison) const,300,290,129,35,7,0,3,24,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output_lookup_function() const,61,44,17,7,6,0,11,94,
F:\benchmark\gperf-3.0.4\src\output.cc,Output::output(),152,132,60,17,18,2,2,30,
F:\benchmark\gperf-3.0.4\src\positions.cc,Positions::contains(int pos) const,12,11,7,6,1,0,0,0,
F:\benchmark\gperf-3.0.4\src\positions.cc,Positions::add(int pos),26,22,15,5,4,0,0,0,
F:\benchmark\gperf-3.0.4\src\positions.cc,Positions::remove(int pos),39,36,24,9,3,0,0,0,
F:\benchmark\gperf-3.0.4\src\positions.cc,Positions::print() const,41,40,24,8,1,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::Search(KeywordExt_List *list),1,1,1,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::prepare(),50,37,19,9,6,0,7,64,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::compute_alpha_size() const,2,2,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::compute_alpha_unify() const,15,13,8,5,0,0,2,8,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::init_selchars_tuple(const Positions& positions, const unsigned int *alpha_unify) const",3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::delete_selchars() const,3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::count_duplicates_tuple(const Positions& positions, const unsigned int *alpha_unify) const",20,14,10,3,3,0,3,28,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::find_positions(),219,170,93,53,22,0,27,224,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::count_duplicates_tuple() const,5,5,5,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::compute_alpha_size(const unsigned int *alpha_inc) const,6,6,4,3,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::compute_alpha_unify(const Positions& positions, const unsigned int *alpha_inc) const",58,37,21,11,4,0,17,123,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::init_selchars_multiset(const Positions& positions, const unsigned int *alpha_unify, const unsigned int *alpha_inc) const",3,3,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::count_duplicates_multiset(const unsigned int *alpha_inc) const,22,16,12,3,3,0,3,28,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::find_alpha_inc(),109,86,54,21,9,0,14,113,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::prepare_asso_values(),168,121,78,19,18,1,29,258,
F:\benchmark\gperf-3.0.4\src\search.cc,"equals(const unsigned int *ptr1, const unsigned int *ptr2, unsigned int len)",10,10,7,4,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::compute_partition(bool *undetermined) const,56,46,29,12,6,0,4,39,
F:\benchmark\gperf-3.0.4\src\search.cc,delete_partition(EquivalenceClass *partition),9,8,6,1,0,0,1,6,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::count_possible_collisions(EquivalenceClass *partition, unsigned int c) const",31,23,15,7,4,0,4,44,
F:\benchmark\gperf-3.0.4\src\search.cc,"Search::unchanged_partition(EquivalenceClass *partition, unsigned int c) const",22,18,10,7,3,0,1,7,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::find_asso_values(),351,260,159,50,35,0,56,393,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::compute_hash(KeywordExt *keyword) const,9,7,6,2,2,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::find_good_asso_values(),75,54,36,11,3,0,18,98,
F:\benchmark\gperf-3.0.4\src\search.cc,"less_by_hash_value(KeywordExt *keyword1, KeywordExt *keyword2)",2,2,2,1,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::sort(),2,2,2,0,0,0,0,0,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::optimize(),56,36,22,9,7,0,13,111,
F:\benchmark\gperf-3.0.4\src\search.cc,Search::~Search(),38,33,19,6,5,0,0,0,
