File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlNode::ReplaceChild( TiXmlNode* replaceThis, const TiXmlNode& withThis )",35,27,18,12,7,0,1,10,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::RemoveChild( TiXmlNode* removeThis ),23,19,12,7,4,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::FirstChild( const char * _value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::LastChild( const char * _value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::IterateChildren( const TiXmlNode* previous ) const,10,10,6,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlNode::IterateChildren( const char * val, const TiXmlNode* previous ) const",10,10,6,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::NextSibling( const char * _value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::PreviousSibling( const char * _value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::RemoveAttribute( const char * name ),12,12,7,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::FirstChildElement() const,11,10,7,4,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::FirstChildElement( const char * _value ) const,11,10,7,4,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::NextSiblingElement() const,11,10,7,4,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::NextSiblingElement( const char * _value ) const,11,10,7,4,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlNode::GetDocument() const,9,8,5,4,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::TiXmlElement(const char * _value),3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::TiXmlElement( const std::string& _value ),3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::TiXmlElement( const TiXmlElement& copy),3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::operator=( const TiXmlElement& base ),4,4,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::~TiXmlElement(),2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::ClearThis(),8,8,6,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::Attribute( const char* name ) const,5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::Attribute( const std::string& name ) const,5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::Attribute( const char* name, int* i ) const",11,10,8,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::Attribute( const std::string& name, int* i ) const",11,10,8,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::Attribute( const char* name, double* d ) const",11,10,8,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::Attribute( const std::string& name, double* d ) const",11,10,8,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryIntAttribute( const char* name, int* ival ) const",5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryUnsignedAttribute( const char* name, unsigned* value ) const",9,8,7,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryBoolAttribute( const char* name, bool* bval ) const",21,20,11,8,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryIntAttribute( const std::string& name, int* ival ) const",5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryDoubleAttribute( const char* name, double* dval ) const",5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::QueryDoubleAttribute( const std::string& name, double* dval ) const",5,5,4,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetAttribute( const char * name, int val )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetAttribute( const std::string& name, int val )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetDoubleAttribute( const char * name, double val )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetDoubleAttribute( const std::string& name, double val )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetAttribute( const char * cname, const char * cvalue )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::SetAttribute( const std::string& _name, const std::string& _value )",5,5,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlElement::Print( FILE* cfile, int depth ) const",49,41,27,6,4,0,4,42,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::CopyTo( TiXmlElement* target ) const,19,14,10,2,2,0,3,10,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::Accept( TiXmlVisitor* visitor ) const,10,10,5,5,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::Clone() const,7,6,5,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlElement::GetText() const,9,9,7,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::TiXmlDocument(),4,4,4,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::TiXmlDocument( const char * documentName ),5,5,5,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::TiXmlDocument( const std::string& documentName ),5,5,5,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::TiXmlDocument( const TiXmlDocument& copy ),2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::operator=( const TiXmlDocument& copy ),4,4,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::LoadFile( TiXmlEncoding encoding ),2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::SaveFile() const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDocument::LoadFile( const char* _filename, TiXmlEncoding encoding )",18,15,11,3,2,0,1,11,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDocument::LoadFile( FILE* file, TiXmlEncoding encoding )",94,49,40,10,13,3,32,273,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::SaveFile( const char * filename ) const,10,9,7,3,0,0,1,6,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::SaveFile( FILE* fp ) const,13,12,10,2,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::CopyTo( TiXmlDocument* target ) const,15,13,11,1,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::Clone() const,7,6,5,3,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDocument::Print( FILE* cfile, int depth ) const",7,7,5,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDocument::Accept( TiXmlVisitor* visitor ) const,10,10,5,5,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::Next() const,6,4,3,3,0,0,2,14,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::Previous() const,6,4,3,3,0,0,2,14,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlAttribute::Print( FILE* cfile, int , TIXML_STRING* str ) const",22,20,14,5,2,1,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::QueryIntValue( int* ival ) const,4,4,3,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::QueryDoubleValue( double* dval ) const,4,4,3,3,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::SetIntValue( int _value ),8,8,5,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::SetDoubleValue( double _value ),8,8,5,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::IntValue() const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttribute::DoubleValue() const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlComment::TiXmlComment( const TiXmlComment& copy ),2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlComment::operator=( const TiXmlComment& base ),4,4,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlComment::Print( FILE* cfile, int depth ) const",7,7,5,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlComment::CopyTo( TiXmlComment* target ) const,2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlComment::Accept( TiXmlVisitor* visitor ) const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlComment::Clone() const,8,6,5,3,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlText::Print( FILE* cfile, int depth ) const",17,17,12,2,0,1,0,2,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlText::CopyTo( TiXmlText* target ) const,3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlText::Accept( TiXmlVisitor* visitor ) const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlText::Clone() const,9,7,6,3,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDeclaration::TiXmlDeclaration( const char * _version, const char * _encoding, const char * _standalone )",4,4,4,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDeclaration::TiXmlDeclaration( const std::string& _version, const std::string& _encoding, const std::string& _standalone )",4,4,4,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDeclaration::TiXmlDeclaration( const TiXmlDeclaration& copy ),2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDeclaration::operator=( const TiXmlDeclaration& copy ),4,4,4,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlDeclaration::Print( FILE* cfile, int , TIXML_STRING* str ) const",18,17,14,13,1,1,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDeclaration::CopyTo( TiXmlDeclaration* target ) const,6,5,5,0,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDeclaration::Accept( TiXmlVisitor* visitor ) const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlDeclaration::Clone() const,8,6,5,3,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlUnknown::Print( FILE* cfile, int depth ) const",4,4,3,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlUnknown::CopyTo( TiXmlUnknown* target ) const,2,2,2,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlUnknown::Accept( TiXmlVisitor* visitor ) const,2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlUnknown::Clone() const,8,6,5,3,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::TiXmlAttributeSet(),3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::~TiXmlAttributeSet(),3,3,3,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::Add( TiXmlAttribute* addMe ),12,10,7,0,2,2,0,14,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::Remove( TiXmlAttribute* removeMe ),15,14,10,2,1,1,0,7,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::Find( const std::string& name ) const,7,7,4,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::FindOrCreate( const std::string& _name ),8,8,7,2,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::Find( const char* name ) const,7,7,4,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlAttributeSet::FindOrCreate( const char* _name ),8,8,7,2,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"operator>>(std::istream & in, TiXmlNode & base)",7,6,6,1,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"operator<<(std::ostream & out, const TiXmlNode & base)",7,6,6,1,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"operator<<(std::string& out, const TiXmlNode& base )",7,6,6,1,1,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::FirstChild() const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::FirstChild( const char * value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::FirstChildElement() const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::FirstChildElement( const char * value ) const,8,8,5,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::Child( int count ) const,15,14,9,5,0,0,1,1,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlHandle::Child( const char* value, int count ) const",15,14,9,5,0,0,1,1,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlHandle::ChildElement( int count ) const,15,14,9,5,0,0,1,1,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlHandle::ChildElement( const char* value, int count ) const",15,14,9,5,0,0,1,1,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::VisitEnter( const TiXmlDocument& ),2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::VisitExit( const TiXmlDocument& ),2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,"TiXmlPrinter::VisitEnter( const TiXmlElement& element, const TiXmlAttribute* firstAttribute )",33,30,18,6,2,0,1,2,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::VisitExit( const TiXmlElement& element ),22,21,13,3,0,0,1,1,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::Visit( const TiXmlText& text ),24,24,18,2,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::Visit( const TiXmlDeclaration& declaration ),5,5,5,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::Visit( const TiXmlComment& comment ),7,7,7,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxml.cpp,TiXmlPrinter::Visit( const TiXmlUnknown& unknown ),7,7,7,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::ConvertUTF32ToUTF8( unsigned long input, char* output, int* length )",37,33,23,2,3,1,1,11,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::IsAlpha( unsigned char anyByte, TiXmlEncoding )",17,5,3,3,1,1,11,71,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::IsAlphaNum( unsigned char anyByte, TiXmlEncoding )",17,5,3,3,1,1,11,71,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlParsingData::Stamp( const char* now, TiXmlEncoding encoding )",114,80,52,15,14,2,20,143,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::SkipWhiteSpace( const char* p, TiXmlEncoding encoding )",47,43,20,15,3,1,1,15,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::StreamWhiteSpace( std::istream * in, TIXML_STRING * tag )",12,9,6,4,2,0,1,12,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::StreamTo( std::istream * in, int character, TIXML_STRING * tag )",14,12,8,6,1,1,1,24,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::ReadName( const char* p, TIXML_STRING * name, TiXmlEncoding encoding )",34,22,11,11,1,0,11,61,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::GetEntity( const char* p, char* value, int* length, TiXmlEncoding encoding )",92,72,48,18,12,1,8,56,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::StringEqual( const char* p, const char* tag, bool ignoreCase, TiXmlEncoding encoding )",34,30,18,10,4,1,0,11,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlBase::ReadText( const char* p, TIXML_STRING * text, bool trimWhiteSpace, const char* endTag, bool caseInsensitive, TiXmlEncoding encoding )",57,52,31,11,1,3,4,38,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlDocument::StreamIn( std::istream * in, TIXML_STRING * tag )",58,41,25,8,5,0,12,92,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlDocument::Parse( const char* p, TiXmlParsingData* prevData, TiXmlEncoding encoding )",91,71,43,18,10,1,10,69,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlDocument::SetError( int err, const char* pError, TiXmlParsingData* data, TiXmlEncoding encoding )",16,13,10,2,2,0,1,13,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlNode::Identify( const char* p, TiXmlEncoding encoding )",80,66,39,8,7,0,7,37,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlElement::StreamIn(std::istream * in, TIXML_STRING * tag)",136,97,60,27,17,0,22,169,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlElement::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",132,103,68,38,13,1,16,109,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlElement::ReadValue( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",67,54,30,13,6,0,7,55,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlUnknown::StreamIn( std::istream * in, TIXML_STRING * tag )",19,17,10,4,1,0,1,3,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlUnknown::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",31,28,18,10,3,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlComment::StreamIn( std::istream * in, TIXML_STRING * tag )",22,19,10,6,2,0,1,3,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlComment::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",51,27,19,7,6,0,18,128,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlAttribute::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",70,59,40,19,4,6,7,80,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlText::StreamIn( std::istream * in, TIXML_STRING * tag )",27,24,15,6,2,1,1,8,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlText::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding encoding )",48,40,26,11,7,1,1,13,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlDeclaration::StreamIn( std::istream * in, TIXML_STRING * tag )",19,17,10,4,1,0,1,3,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,"TiXmlDeclaration::Parse( const char* p, TiXmlParsingData* data, TiXmlEncoding _encoding )",56,50,33,10,3,0,3,17,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinyxmlparser.cpp,TiXmlText::Blank() const,5,5,3,4,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\xmltest.cpp,"XmlTest(const char* testString, const char* expected, const char* found, bool noEcho )",17,15,9,4,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\xmltest.cpp,"XmlTest( const char* testString, int expected, int found, bool noEcho )",17,15,9,4,2,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\xmltest.cpp,NullLineEndings( char* p ),8,8,6,2,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\xmltest.cpp,main(),1302,941,715,23,222,4,139,791,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinystr.h,"operator ==(const TiXmlString & a, const TiXmlString & b)",3,3,2,2,0,2,0,6,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinystr.h,"operator <(const TiXmlString & a, const TiXmlString & b)",2,2,2,1,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinystr.h,"operator !=(const TiXmlString & a, const TiXmlString & b)",1,1,1,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinystr.h,"operator >(const TiXmlString & a, const TiXmlString & b)",1,1,1,0,0,0,0,0,
F:\benchmark\tinyxml_2_6_2\tinyxml\tinystr.h,"operator <=(const TiXmlString & a, const TiXmlString & b)",1,1,1,0,0,0,0,0,
