0,_dynamic_initializer_for__astyle::ASResource::AS_ADD__,40,0,3,12,1
1,_dynamic_initializer_for__astyle::ASResource::AS_AND__,40,0,3,12,1
2,_dynamic_initializer_for__astyle::ASResource::AS_AND_ASSIGN__,40,0,3,12,1
3,_dynamic_initializer_for__astyle::ASResource::AS_ARROW__,40,0,3,12,1
4,_dynamic_initializer_for__astyle::ASResource::AS_ASM__,40,0,3,12,1
5,_dynamic_initializer_for__astyle::ASResource::AS_ASSIGN__,40,0,3,12,1
6,_dynamic_initializer_for__astyle::ASResource::AS_AUTORELEASEPOOL__,40,0,3,12,1
7,_dynamic_initializer_for__astyle::ASResource::AS_BAR_DEFINE__,40,0,3,12,1
8,_dynamic_initializer_for__astyle::ASResource::AS_BAR_EL__,40,0,3,12,1
9,_dynamic_initializer_for__astyle::ASResource::AS_BAR_ENDIF__,40,0,3,12,1
10,_dynamic_initializer_for__astyle::ASResource::AS_BAR_IF__,40,0,3,12,1
11,_dynamic_initializer_for__astyle::ASResource::AS_BAR_INCLUDE__,40,0,3,12,1
12,_dynamic_initializer_for__astyle::ASResource::AS_BIT_AND__,40,0,3,12,1
13,_dynamic_initializer_for__astyle::ASResource::AS_BIT_NOT__,40,0,3,12,1
14,_dynamic_initializer_for__astyle::ASResource::AS_BIT_OR__,40,0,3,12,1
15,_dynamic_initializer_for__astyle::ASResource::AS_BIT_XOR__,40,0,3,12,1
16,_dynamic_initializer_for__astyle::ASResource::AS_CASE__,40,0,3,12,1
17,_dynamic_initializer_for__astyle::ASResource::AS_CATCH__,40,0,3,12,1
18,_dynamic_initializer_for__astyle::ASResource::AS_CERR__,40,0,3,12,1
19,_dynamic_initializer_for__astyle::ASResource::AS_CIN__,40,0,3,12,1
20,_dynamic_initializer_for__astyle::ASResource::AS_CLASS__,40,0,3,12,1
21,_dynamic_initializer_for__astyle::ASResource::AS_CLOSE_BRACKET__,40,0,3,12,1
22,_dynamic_initializer_for__astyle::ASResource::AS_CLOSE_COMMENT__,40,0,3,12,1
23,_dynamic_initializer_for__astyle::ASResource::AS_COLON__,40,0,3,12,1
24,_dynamic_initializer_for__astyle::ASResource::AS_COMMA__,40,0,3,12,1
25,_dynamic_initializer_for__astyle::ASResource::AS_CONST__,40,0,3,12,1
26,_dynamic_initializer_for__astyle::ASResource::AS_CONST_CAST__,40,0,3,12,1
27,_dynamic_initializer_for__astyle::ASResource::AS_COUT__,40,0,3,12,1
28,_dynamic_initializer_for__astyle::ASResource::AS_DEFAULT__,40,0,3,12,1
29,_dynamic_initializer_for__astyle::ASResource::AS_DELEGATE__,40,0,3,12,1
30,_dynamic_initializer_for__astyle::ASResource::AS_DIV__,40,0,3,12,1
31,_dynamic_initializer_for__astyle::ASResource::AS_DIV_ASSIGN__,40,0,3,12,1
32,_dynamic_initializer_for__astyle::ASResource::AS_DO__,40,0,3,12,1
33,_dynamic_initializer_for__astyle::ASResource::AS_DYNAMIC_CAST__,40,0,3,12,1
34,_dynamic_initializer_for__astyle::ASResource::AS_ELSE__,40,0,3,12,1
35,_dynamic_initializer_for__astyle::ASResource::AS_END__,40,0,3,12,1
36,_dynamic_initializer_for__astyle::ASResource::AS_ENUM__,40,0,3,12,1
37,_dynamic_initializer_for__astyle::ASResource::AS_EQUAL__,40,0,3,12,1
38,_dynamic_initializer_for__astyle::ASResource::AS_EXTERN__,40,0,3,12,1
39,_dynamic_initializer_for__astyle::ASResource::AS_FINALLY__,40,0,3,12,1
40,_dynamic_initializer_for__astyle::ASResource::AS_FIXED__,40,0,3,12,1
41,_dynamic_initializer_for__astyle::ASResource::AS_FOR__,40,0,3,12,1
42,_dynamic_initializer_for__astyle::ASResource::AS_FOREACH__,40,0,3,12,1
43,_dynamic_initializer_for__astyle::ASResource::AS_FOREVER__,40,0,3,12,1
44,_dynamic_initializer_for__astyle::ASResource::AS_GCC_MAX_ASSIGN__,40,0,3,12,1
45,_dynamic_initializer_for__astyle::ASResource::AS_GCC_MIN_ASSIGN__,40,0,3,12,1
46,_dynamic_initializer_for__astyle::ASResource::AS_GET__,40,0,3,12,1
47,_dynamic_initializer_for__astyle::ASResource::AS_GR__,40,0,3,12,1
48,_dynamic_initializer_for__astyle::ASResource::AS_GR_EQUAL__,40,0,3,12,1
49,_dynamic_initializer_for__astyle::ASResource::AS_GR_GR__,40,0,3,12,1
50,_dynamic_initializer_for__astyle::ASResource::AS_GR_GR_ASSIGN__,40,0,3,12,1
51,_dynamic_initializer_for__astyle::ASResource::AS_GR_GR_GR__,40,0,3,12,1
52,_dynamic_initializer_for__astyle::ASResource::AS_GR_GR_GR_ASSIGN__,40,0,3,12,1
53,_dynamic_initializer_for__astyle::ASResource::AS_IF__,40,0,3,12,1
54,_dynamic_initializer_for__astyle::ASResource::AS_INTERFACE__,40,0,3,12,1
55,_dynamic_initializer_for__astyle::ASResource::AS_INTERRUPT__,40,0,3,12,1
56,_dynamic_initializer_for__astyle::ASResource::AS_LAMBDA__,40,0,3,12,1
57,_dynamic_initializer_for__astyle::ASResource::AS_LET__,40,0,3,12,1
58,_dynamic_initializer_for__astyle::ASResource::AS_LOCK__,40,0,3,12,1
59,_dynamic_initializer_for__astyle::ASResource::AS_LS__,40,0,3,12,1
60,_dynamic_initializer_for__astyle::ASResource::AS_LS_EQUAL__,40,0,3,12,1
61,_dynamic_initializer_for__astyle::ASResource::AS_LS_LS__,40,0,3,12,1
62,_dynamic_initializer_for__astyle::ASResource::AS_LS_LS_ASSIGN__,40,0,3,12,1
63,_dynamic_initializer_for__astyle::ASResource::AS_LS_LS_LS__,40,0,3,12,1
64,_dynamic_initializer_for__astyle::ASResource::AS_LS_LS_LS_ASSIGN__,40,0,3,12,1
65,_dynamic_initializer_for__astyle::ASResource::AS_MINUS__,40,0,3,12,1
66,_dynamic_initializer_for__astyle::ASResource::AS_MINUS_ASSIGN__,40,0,3,12,1
67,_dynamic_initializer_for__astyle::ASResource::AS_MINUS_MINUS__,40,0,3,12,1
68,_dynamic_initializer_for__astyle::ASResource::AS_MOD__,40,0,3,12,1
69,_dynamic_initializer_for__astyle::ASResource::AS_MOD_ASSIGN__,40,0,3,12,1
70,_dynamic_initializer_for__astyle::ASResource::AS_MS_ASM__,40,0,3,12,1
71,_dynamic_initializer_for__astyle::ASResource::AS_MS__ASM__,40,0,3,12,1
72,_dynamic_initializer_for__astyle::ASResource::AS_MULT__,40,0,3,12,1
73,_dynamic_initializer_for__astyle::ASResource::AS_MULT_ASSIGN__,40,0,3,12,1
74,_dynamic_initializer_for__astyle::ASResource::AS_NAMESPACE__,40,0,3,12,1
75,_dynamic_initializer_for__astyle::ASResource::AS_NEW__,40,0,3,12,1
76,_dynamic_initializer_for__astyle::ASResource::AS_NOEXCEPT__,40,0,3,12,1
77,_dynamic_initializer_for__astyle::ASResource::AS_NOT__,40,0,3,12,1
78,_dynamic_initializer_for__astyle::ASResource::AS_NOT_EQUAL__,40,0,3,12,1
79,_dynamic_initializer_for__astyle::ASResource::AS_NS_DURING__,40,0,3,12,1
80,_dynamic_initializer_for__astyle::ASResource::AS_NS_HANDLER__,40,0,3,12,1
81,_dynamic_initializer_for__astyle::ASResource::AS_OPEN_BRACKET__,40,0,3,12,1
82,_dynamic_initializer_for__astyle::ASResource::AS_OPEN_COMMENT__,40,0,3,12,1
83,_dynamic_initializer_for__astyle::ASResource::AS_OPEN_LINE_COMMENT__,40,0,3,12,1
84,_dynamic_initializer_for__astyle::ASResource::AS_OPERATOR__,40,0,3,12,1
85,_dynamic_initializer_for__astyle::ASResource::AS_OR__,40,0,3,12,1
86,_dynamic_initializer_for__astyle::ASResource::AS_OR_ASSIGN__,40,0,3,12,1
87,_dynamic_initializer_for__astyle::ASResource::AS_OVERRIDE__,40,0,3,12,1
88,_dynamic_initializer_for__astyle::ASResource::AS_PLUS__,40,0,3,12,1
89,_dynamic_initializer_for__astyle::ASResource::AS_PLUS_ASSIGN__,40,0,3,12,1
90,_dynamic_initializer_for__astyle::ASResource::AS_PLUS_PLUS__,40,0,3,12,1
91,_dynamic_initializer_for__astyle::ASResource::AS_PRIVATE__,40,0,3,12,1
92,_dynamic_initializer_for__astyle::ASResource::AS_PROTECTED__,40,0,3,12,1
93,_dynamic_initializer_for__astyle::ASResource::AS_PUBLIC__,40,0,3,12,1
94,_dynamic_initializer_for__astyle::ASResource::AS_QFOREACH__,40,0,3,12,1
95,_dynamic_initializer_for__astyle::ASResource::AS_QFOREVER__,40,0,3,12,1
