11 12 2.000
12 13 2.000
13 14 2.000
14 15 2.000
15 16 2.000
16 17 2.000
17 18 2.000
18 19 2.000
19 20 2.000
20 21 2.000
21 22 2.000
11 13 2.000
12 14 2.000
13 15 2.000
14 16 2.000
15 17 2.000
16 18 2.000
17 19 2.000
18 20 2.000
19 21 2.000
20 22 2.000
