0,j_?PlotLine@@YAXAAVGraphics@Gdiplus@@AAVPen@2@MMMM_N@Z,5,0,1,1,1
1,j____crtGetShowWindowMode,5,0,1,1,1
2,j___setdefaultprecision,5,0,1,1,1
3,j_?construct@?$allocator@VLog@@@std@@QAEXPAVLog@@ABV3@@Z,5,0,1,1,1
4,j__CreateEventW@16,5,0,1,1,1
5,j_?_Destroy@?$vector@VCounterInfo@@V?$allocator@VCounterInfo@@@std@@@std@@IAEXPAVCounterInfo@@0@Z,5,0,1,1,1
6,j_??$_Ptr_cat@VCounterInfo@@V1@@std@@YA?AU_Nonscalar_ptr_iterator_tag@0@PAVCounterInfo@@0@Z,5,0,1,1,1
7,j_??$_Equal@V?$_Vector_iterator@V?$_Vector_val@U?$_Simple_types@PB_W@std@@@std@@@std@@@?$move_iterator@V?$_Vector_iterator@V?$_Vector_val@U?$_Simple_types@PB_W@std@@@std@@@std@@@std@@QBE_NABV01@@Z,5,0,1,1,1
8,j_??$_Rotate@PAPB_W@std@@YAXPAPB_W00Urandom_access_iterator_tag@0@@Z,5,0,1,1,1
9,j_??1?$_Vector_val@U?$_Simple_types@PB_W@std@@@std@@QAE@XZ,5,0,1,1,1
10,j_??_H@YGXPAXIHP6EPAX0@Z@Z,5,0,1,1,1
11,j_??0CounterInfo@@QAE@ABV0@@Z,5,0,1,1,1
12,j_??_GCounterInfo@@QAEPAXI@Z,5,0,1,1,1
13,j_??1?$vector@VCounterInfo@@V?$allocator@VCounterInfo@@@std@@@std@@QAE@XZ,5,0,1,1,1
14,j_??4_Iterator_base12@std@@QAEAAU01@ABU01@@Z,5,0,1,1,1
15,j_??$_Debug_range2@PAPB_W@std@@YAXPAPB_W0PB_WIUrandom_access_iterator_tag@0@@Z,5,0,1,1,1
16,j_?begin@?$vector@PB_WV?$allocator@PB_W@std@@@std@@QAE?AV?$_Vector_iterator@V?$_Vector_val@U?$_Simple_types@PB_W@std@@@std@@@2@XZ,5,0,1,1,1
17,j_??$construct@VLog@@V1@@?$_Wrap_alloc@V?$allocator@VLog@@@std@@@std@@QAEXPAVLog@@$$QAV2@@Z,5,0,1,1,1
18,j_?max_size@?$vector@VLog@@V?$allocator@VLog@@@std@@@std@@QBEIXZ,5,0,1,1,1
19,j_??$_Dist_type@PAPB_W@std@@YAPAHPAPB_W@Z,5,0,1,1,1
20,j_??0?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@VCounterInfo@@@std@@@std@@@std@@QAE@PAVCounterInfo@@PBU_Container_base12@1@@Z,5,0,1,1,1
21,j_?deallocate@?$allocator@PB_W@std@@QAEXPAPB_WI@Z,5,0,1,1,1
22,j_??D?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@VLog@@@std@@@std@@@std@@QBEABVLog@@XZ,5,0,1,1,1
