12257 12258 1.000
12258 12259 9.333
12259 12260 2.000
12260 12261 1.000
12261 12262 1.000
12262 12263 4.333
12263 12264 2.667
12264 12265 3.500
12265 12266 4.333
12266 12267 1.000
12267 12268 1.000
12268 12269 1.000
12269 12270 11.000
12270 12271 11.000
12271 12272 1.000
12272 12273 1.000
12273 12274 11.000
12274 12275 11.000
12275 12276 11.000
12276 12277 11.000
12277 12278 11.000
12278 12279 1.000
12279 12280 6.000
12280 12281 6.000
12281 12282 6.000
12282 12283 1.000
12283 12284 11.000
12284 12285 11.000
12285 12286 11.000
12286 12287 11.000
12287 12288 11.000
12288 12289 1.000
12289 12290 8.500
12290 12291 1.000
12291 12292 11.000
12292 12293 11.000
12293 12294 11.000
12294 12295 11.000
12295 12296 11.000
12296 12297 11.000
12297 12298 11.000
12298 12299 11.000
12299 12300 11.000
12300 12301 1.000
12301 12302 1.000
12302 12303 1.000
12303 12304 1.000
12304 12305 1.000
12305 12306 8.500
12306 12307 1.000
12307 12308 11.000
12308 12309 11.000
12309 12310 11.000
12310 12311 11.000
12311 12312 11.000
12312 12313 11.000
12313 12314 11.000
12314 12315 11.000
12315 12316 11.000
12316 12317 11.000
12317 12318 11.000
12318 12319 1.000
12319 12320 11.000
12320 12321 1.000
12321 12322 1.000
12322 12323 1.000
12323 12324 1.000
12324 12325 1.000
12325 12326 1.000
12326 12327 1.000
12327 12328 1.000
12328 12329 11.000
12329 12330 1.000
12330 12331 1.000
12331 12332 11.000
12332 12333 1.000
12333 12334 1.000
12334 12335 1.000
12335 12336 11.000
12336 12337 11.000
12337 12338 11.000
12338 12339 11.000
12339 12340 11.000
12340 12341 11.000
12341 12342 11.000
12342 12343 11.000
12343 12344 1.000
12344 12345 1.000
12345 12346 11.000
12346 12347 11.000
12347 12348 11.000
12348 12349 11.000
12349 12350 1.000
12350 12351 11.000
12351 12352 11.000
12352 12353 11.000
12353 12354 11.000
12354 12355 11.000
12355 12356 11.000
12356 12357 11.000
12357 12358 11.000
12358 12359 11.000
12359 12360 11.000
12360 12361 1.000
12361 12362 11.000
12362 12363 1.000
12363 12364 1.000
12364 12365 11.000
12365 12366 11.000
12366 12367 11.000
12367 12368 11.000
12368 12369 1.000
12369 12370 1.000
12370 12371 1.000
12371 12372 5.000
12372 12373 11.000
12373 12374 9.333
12374 12375 11.000
12375 12376 1.000
12376 12377 11.000
12377 12378 11.000
12378 12379 11.000
12379 12380 1.000
12380 12381 11.000
12381 12382 11.000
12382 12383 11.000
12383 12384 11.000
12384 12385 11.000
12385 12386 11.000
12386 12387 11.000
