12257 0
12258 0
12259 0
12260 0
12261 0
12262 0
12263 0
12264 0
12265 0
12266 0
12267 1
12268 2
12269 3
12270 3
12271 3
12272 3
12273 3
12274 3
12275 3
12276 3
12277 3
12278 3
12279 3
12280 3
12281 3
12282 3
12283 3
12284 3
12285 3
12286 3
12287 3
12288 3
12289 4
12290 4
12291 4
12292 4
12293 4
12294 4
12295 4
12296 4
12297 4
12298 4
12299 4
12300 4
12301 4
12302 4
12303 4
12304 4
12305 4
12306 4
12307 4
12308 4
12309 4
12310 4
12311 4
12312 4
12313 4
12314 4
12315 4
12316 4
12317 4
12318 4
12319 4
12320 4
12321 4
12322 4
12323 4
12324 4
12325 4
12326 4
12327 4
12328 4
12329 4
12330 4
12331 4
12332 4
12333 5
12334 6
12335 7
12336 7
12337 7
12338 7
12339 7
12340 7
12341 7
12342 7
12343 7
12344 8
12345 9
12346 9
12347 9
12348 9
12349 9
12350 10
12351 10
12352 10
12353 10
12354 10
12355 10
12356 10
12357 10
12358 10
12359 10
12360 10
12361 11
12362 11
12363 11
12364 11
12365 11
12366 11
12367 11
12368 11
12369 11
12370 11
12371 11
12372 11
12373 11
12374 11
12375 11
12376 12
12377 12
12378 12
12379 12
12380 12
12381 12
12382 12
12383 12
12384 12
12385 12
12386 12
12387 12
12388 12
12389 12
12390 12
12391 12
12392 12
12393 12
12394 13
12395 13
12396 13
12397 13
12398 14
12399 14
12400 14
12401 14
12402 14
12403 14
12404 14
12405 14
12406 14
12407 14
12408 14
12409 14
12410 14
12411 14
12412 14
12413 14
12414 14
12415 14
12416 14
12417 14
12418 14
12419 14
12420 14
12421 14
12422 14
12423 14
12424 14
12425 14
12426 14
12427 14
12428 14
12429 14
12430 14
12431 14
12432 14
12433 14
12434 14
12435 14
12436 14
12437 14
12438 14
12439 14
12440 14
12441 14
12442 14
12443 14
12444 14
12445 14
12446 14
12447 14
12448 14
12449 14
12450 14
12451 14
12452 14
12453 14
12454 14
12455 15
12456 15
12457 15
12458 15
12459 15
12460 15
12461 15
12462 16
12463 17
12464 18
12465 18
12466 18
12467 18
12468 18
12469 18
12470 18
12471 18
12472 18
12473 18
12474 18
12475 18
12476 18
12477 18
12478 18
12479 18
12480 18
12481 18
12482 18
12483 18
12484 18
12485 18
12486 18
12487 18
12488 18
12489 18
12490 18
12491 18
12492 18
12493 18
12494 18
12495 18
12496 18
12497 18
12498 18
12499 18
12500 18
12501 18
12502 18
12503 18
12504 18
12505 18
12506 18
12507 18
12508 18
12509 18
12510 18
12511 18
12512 18
12513 18
12514 18
12515 18
12516 18
12517 18
12518 18
12519 18
12520 18
12521 18
12522 18
12523 18
12524 18
12525 18
12526 18
12527 18
12528 18
12529 18
12530 18
12531 18
12532 18
12533 18
12534 18
12535 18
12536 18
12537 18
12538 18
12539 18
12540 18
12541 18
12542 19
12543 19
12544 19
12545 19
12546 19
12547 19
12548 19
12549 19
12550 19
12551 19
12552 19
12553 19
12554 19
12555 19
12556 20
12557 20
12558 20
12559 20
12560 20
12561 20
12562 21
12563 21
12564 21
12565 21
12566 21
12567 21
12568 21
12569 21
12570 21
12571 21
12572 21
12573 21
12574 21
12575 21
12576 21
12577 21
12578 21
12579 21
12580 21
12581 21
12582 21
12583 21
12584 21
12585 21
12586 21
12587 21
12588 21
12589 21
12590 21
12591 21
12592 21
12593 21
12594 21
12595 21
12596 21
12597 21
12598 21
12599 21
12600 21
12601 21
12602 21
12603 21
12604 21
12605 21
12606 21
12607 21
12608 21
12609 21
12610 21
12611 21
12612 21
12613 21
12614 21
12615 21
12616 21
12617 21
12618 21
12619 21
12620 21
12621 21
12622 21
12623 21
12624 21
12625 21
12626 21
12627 21
12628 21
12629 21
12630 21
12631 21
12632 21
12633 21
12634 21
12635 21
12636 22
12637 22
12638 22
12639 23
12640 23
12641 23
12642 23
12643 23
12644 23
12645 23
12646 24
12647 24
12648 24
12649 24
12650 24
12651 24
12652 24
12653 24
12654 24
12655 24
12656 24
12657 24
12658 24
12659 24
12660 24
12661 24
12662 24
12663 24
12664 24
12665 24
12666 24
12667 24
12668 24
12669 24
12670 24
12671 24
12672 24
12673 24
12674 24
12675 24
12676 24
12677 24
12678 24
12679 24
12680 24
12681 24
12682 24
12683 24
12684 24
12685 24
12686 24
12687 24
12688 25
12689 25
12690 25
12691 25
12692 25
12693 25
12694 25
12695 25
12696 25
12697 25
12698 25
12699 25
12700 25
12701 25
12702 25
12703 25
12704 25
12705 25
12706 25
12707 25
12708 26
12709 26
12710 26
12711 26
12712 26
12713 27
12714 27
12715 27
12716 27
12717 27
12718 27
12719 28
12720 28
12721 28
12722 28
12723 29
12724 29
12725 29
12726 30
12727 30
12728 30
12729 30
12730 31
12731 31
12732 31
12733 31
12734 31
12735 31
12736 31
12737 31
12738 31
12739 31
12740 31
12741 31
12742 31
12743 31
12744 32
12745 32
12746 32
12747 32
12748 32
12749 32
12750 33
12751 34
12752 34
12753 34
12754 34
12755 34
12756 34
12757 35
12758 35
12759 35
12760 35
12761 35
12762 35
12763 35
12764 35
12765 35
12766 35
12767 36
12768 36
12769 36
12770 36
12771 36
12772 36
12773 36
12774 36
12775 36
12776 36
12777 36
12778 36
12779 36
12780 36
12781 36
12782 36
12783 36
12784 36
12785 36
12786 36
12787 36
12788 36
12789 36
12790 37
12791 37
12792 37
12793 37
12794 37
12795 37
12796 37
12797 37
12798 37
12799 37
12800 37
12801 37
12802 37
12803 37
12804 37
12805 37
12806 37
12807 37
12808 37
12809 37
12810 37
12811 37
12812 37
12813 37
12814 37
12815 37
12816 37
12817 37
12818 37
12819 37
12820 37
12821 37
12822 37
12823 37
12824 37
12825 37
12826 37
