0
1,134607136,134607136,134607140,134607140,134607140,134607140,134607140,134607140
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38,134607136,134607140,134607140,134607140
39
40
41
42
43,134607140,134607140
44
45
46,134607140,134607140,134607140,134607140
47
48
49,134607140
50,134607140
51
52
53
54
55
56
