File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,ListSupportedContentTypes( _In_ IPortableDevice* device),82,62,38,10,7,0,13,89,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,"SupportsFunctionalCategory( _In_ IPortableDevice* device, _In_ REFGUID functionalCategory)",72,52,30,12,7,0,13,116,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,"SupportsCommand( _In_ IPortableDevice* device, _In_ REFPROPERTYKEY command)",56,43,25,11,6,0,7,64,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,"ReadProfileInformationProperties( _In_ IPortableDevice* device, _In_ PCWSTR functionalObjectID, _COM_Outptr_ IPortableDeviceValuesCollection** renderingInfoProfiles)",76,57,31,11,7,3,12,115,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,DisplayExpectedValues( _In_ IPortableDeviceValues* expectedValues),45,39,24,8,3,0,3,29,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,DisplayRenderingProfile( _In_ IPortableDeviceValues* profile),65,51,31,7,6,0,8,54,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,ListRenderingCapabilityInformation( _In_ IPortableDevice* device),86,69,40,11,8,0,9,76,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceCapabilities.cpp,ListSupportedEvents( _In_ IPortableDevice* device),66,47,29,9,4,0,15,67,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,"DisplayFriendlyName( _In_ IPortableDeviceManager* deviceManager, _In_ PCWSTR pnpDeviceID)",40,34,20,3,2,0,4,40,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,"DisplayManufacturer( _In_ IPortableDeviceManager* deviceManager, _In_ PCWSTR pnpDeviceID)",40,34,20,3,2,0,4,39,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,"DisplayDescription( _In_ IPortableDeviceManager* deviceManager, _In_ PCWSTR pnpDeviceID)",40,34,20,3,2,0,4,39,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,EnumerateAllDevices(),86,59,36,9,7,0,20,107,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,GetClientInformation( _Outptr_result_maybenull_ IPortableDeviceValues** clientInformation),55,37,20,6,5,0,13,106,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEnumeration.cpp,ChooseDevice( _Outptr_result_maybenull_ IPortableDevice** device),125,91,56,11,13,0,21,126,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEvents.cpp,"RegisterForEventNotifications( _In_ IPortableDevice* device, _Inout_ PWSTR* eventCookie)",50,35,23,5,5,1,10,89,
F:\papter datasets\Portable Devices COM API Sample\C++\DeviceEvents.cpp,"UnregisterForEventNotifications( _In_opt_ IPortableDevice* device, _In_opt_ PCWSTR eventCookie)",15,14,8,2,1,0,0,0,
F:\papter datasets\Portable Devices COM API Sample\C++\WpdApiSample.cpp,DoMenu(),185,176,119,34,4,0,5,27,
F:\papter datasets\Portable Devices COM API Sample\C++\WpdApiSample.cpp,"wmain(int , _In_ wchar_t* )",17,9,7,2,4,0,4,22,
