0,j_?Release@CDeviceFinderCallback@@UAGKXZ,5,0,1,1,1
1,j_?OnSubscribe@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
2,j_??0?$CTraceCategoryEx@$0BAA@$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
3,j_?OnOk@CSCPDDisplay@@IAEXXZ,5,0,1,1,1
4,j_?_InterlockedIncrement@@YAKPCK@Z,5,0,1,1,1
5,j_??0?$CTraceCategoryEx@$0CA@$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
6,j_??0_ATL_COM_MODULE70@ATL@@QAE@XZ,5,0,1,1,1
7,j_??0?$CTraceCategoryEx@$0EAA@$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
8,j_?fFileExists@CGenericUCPDlg@@AAEHPA_W@Z,5,0,1,1,1
9,j_?GetMessageMap@CSCPDDisplay@@MBEPBUAFX_MSGMAP@@XZ,5,0,1,1,1
10,j_?AddDevice@CGenericUCPDlg@@QAEXPAUIUPnPDevice@@@Z,5,0,1,1,1
11,j_??_GCDeviceFinderCallback@@QAEPAXI@Z,5,0,1,1,1
12,j_??0CGenericUCPDlg@@QAE@PAVCWnd@@@Z,5,0,1,1,1
13,j_??$AtlMultiply@K@ATL@@YAJPAKKK@Z,5,0,1,1,1
14,j_?iNumberOfInArguments@CGenericUCPDlg@@AAEHPA_W@Z,5,0,1,1,1
15,j_?OnFindbyUDN@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
16,j_?OnFindByType@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
17,j_?StaticInitialize@CAtlStringMgr@ATL@@CA_NXZ,5,0,1,1,1
18,j_?OnSelEndOkComboDevice@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
19,j_?OnInitDialog@CDeviceProp@@MAEHXZ,5,0,1,1,1
20,j_??0?$CTraceCategoryEx@$01$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
21,j_?OnInitDialog@CGenericUCPDlg@@MAEHXZ,5,0,1,1,1
22,j_?AddRef@CUPnPAsyncResult@@UAGKXZ,5,0,1,1,1
23,j_??0IUPnPServiceCallback@@QAE@XZ,5,0,1,1,1
24,j_?DeviceRemoved@CDeviceFinderCallback@@UAGJJPA_W@Z,5,0,1,1,1
25,j_??1CServiceCallback@@QAE@XZ,5,0,1,1,1
26,j_?GetCategoryName@CTrace@ATL@@CAPA_WI@Z,5,0,1,1,1
27,j_??0?$CTraceCategoryEx@$0IAAAA@$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
28,j_?Free@CWin32Heap@ATL@@UAEXPAX@Z,5,0,1,1,1
29,j_??_ECSCPDDisplay@@UAEPAXI@Z,5,0,1,1,1
30,j_?OnSysCommand@CGenericUCPDlg@@IAEXIJ@Z,5,0,1,1,1
31,j_?StateVariableChanged@CServiceCallback@@UAGJPAUIUPnPService@@PB_WUtagVARIANT@@@Z,5,0,1,1,1
32,j_?OnAppAbout@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
33,j_?SupportsApplicationRecovery@CWinApp@@UBEHXZ,5,0,1,1,1
34,j_?HrDestroyArgVariants@@YAJKPAPAPAUtagVARIANT@@@Z,5,0,1,1,1
35,j_?ServiceInstanceDied@CServiceCallback@@UAGJPAUIUPnPService@@@Z,5,0,1,1,1
36,j_??RCTraceFileAndLineInfo@ATL@@QBAXPB_WZZ,5,0,1,1,1
37,j_??__FstrMgr@?1??GetInstance@CAtlStringMgr@ATL@@SAPAUIAtlStringMgr@2@XZ@YAXXZ,5,0,1,1,1
38,j_?OnDiscoveryClicked@CGenericUCPDlg@@IAEXXZ,5,0,1,1,1
39,j_?Clone@CAtlStringMgr@ATL@@UAEPAUIAtlStringMgr@2@XZ,5,0,1,1,1
40,j_?DoDataExchange@CSCPDDisplay@@MAEXPAVCDataExchange@@@Z,5,0,1,1,1
41,j_??0?$CTraceCategoryEx@$0EAAAAA@$0A@@ATL@@QAE@PB_W@Z,5,0,1,1,1
42,j_?ReleaseObj@@YAXPAUIUnknown@@@Z,5,0,1,1,1
43,j_?OnInvokeAsyncAction@CGenericUCPDlg@@AAEXPA_WHUtagVARIANT@@@Z,5,0,1,1,1
44,j_??_ECAboutDlg@@UAEPAXI@Z,5,0,1,1,1
45,j_??1CUPnPAsyncResult@@QAE@XZ,5,0,1,1,1
46,j_??_ECWin32Heap@ATL@@UAEPAXI@Z,5,0,1,1,1
