603,605
244,490
270,490
297,490
323,490
349,490
375,490
401,490
427,490
455,490
632,679
633,679
262,494
288,494
315,494
341,494
367,494
393,494
419,494
445,494
473,494
508,516
256,500
282,500
309,500
335,500
361,500
387,500
413,500
439,500
467,500
652,680
653,680
641,631
667,627
587,613
562,481
607,681
237,567
263,567
290,567
316,567
342,567
368,567
394,567
420,567
447,567
599,602
631,602
241,486
267,486
294,486
320,486
346,486
372,486
398,486
424,486
452,486
615,619
629,624
571,551
261,507
287,507
314,507
340,507
366,507
392,507
418,507
444,507
472,507
607,694
587,579
602,579
641,579
642,579
671,579
672,579
675,579
249,503
275,503
302,503
328,503
354,503
380,503
406,503
432,503
460,503
597,698
599,698
602,698
605,698
623,698
637,698
638,698
656,698
657,698
658,698
659,698
662,698
670,698
607,656
630,625
253,489
279,489
306,489
332,489
358,489
384,489
410,489
436,489
464,489
579,578
529,574
1174,521
1178,521
1181,521
1183,521
1185,521
1187,521
1189,521
1191,521
1194,521
539,477
594,611
654,611
613,674
599,662
521,527
257,492
283,492
310,492
336,492
362,492
388,492
414,492
440,492
468,492
646,648
547,549
523,528
587,623
628,623
517,484
607,657
595,677
559,573
536,526
1176,526
528,520
585,586
607,700
636,637
534,522
1177,522
510,517
605,616
656,616
658,616
605,651
656,651
658,651
668,629
252,487
278,487
305,487
331,487
357,487
383,487
409,487
435,487
463,487
555,537
571,518
572,518
602,603
612,618
485,564
486,564
487,564
488,564
489,564
490,564
491,564
492,564
493,564
494,564
495,564
496,564
497,564
498,564
499,564
500,564
501,564
502,564
503,564
504,564
505,564
506,564
507,564
607,693
516,511
517,511
535,525
604,525
521,568
607,699
697,699
597,686
687,686
482,483
518,519
667,678
668,678
607,692
606,658
238,508
264,508
291,508
317,508
343,508
369,508
395,508
421,508
448,508
689,690
259,498
285,498
312,498
338,498
364,498
390,498
416,498
442,498
470,498
605,645
656,645
658,645
254,488
280,488
307,488
333,488
359,488
385,488
411,488
437,488
465,488
240,491
266,491
293,491
319,491
345,491
371,491
397,491
423,491
451,491
552,509
606,659
594,621
626,621
654,621
569,554
669,630
613,639
533,572
579,572
508,559
543,559
1098,559
571,538
572,538
239,510
265,510
292,510
318,510
344,510
370,510
396,510
422,510
449,510
613,673
598,652
601,652
655,652
656,696
657,696
544,556
1175,523
1179,523
1182,523
1184,523
1186,523
1188,523
1190,523
1192,523
1195,523
560,561
613,640
544,529
553,558
616,617
664,682
665,682
597,685
245,495
271,495
298,495
324,495
350,495
376,495
402,495
428,495
456,495
656,695
657,695
544,570
568,570
251,505
277,505
304,505
330,505
356,505
382,505
408,505
434,505
462,505
640,615
580,577
1180,577
598,636
599,636
600,636
601,636
610,636
542,540
639,612
599,661
608,610
572,571
289,576
543,532
571,482
572,482
250,502
276,502
303,502
329,502
355,502
381,502
407,502
433,502
461,502
567,552
647,649
571,530
572,530
604,512
666,683
682,683
520,565
544,565
509,566
242,506
268,506
295,506
321,506
347,506
373,506
399,506
425,506
453,506
247,485
273,485
300,485
326,485
352,485
378,485
404,485
430,485
458,485
523,569
598,676
599,676
600,676
601,676
609,676
623,676
538,480
539,480
527,524
528,524
