0,j_?Release@CDeviceFinderCallback@@UAGKXZ
1,j_?OnSubscribe@CGenericUCPDlg@@IAEXXZ
2,j_??0?$CTraceCategoryEx@$0BAA@$0A@@ATL@@QAE@PB_W@Z
3,j_?OnOk@CSCPDDisplay@@IAEXXZ
4,j_?_InterlockedIncrement@@YAKPCK@Z
5,j_??0?$CTraceCategoryEx@$0CA@$0A@@ATL@@QAE@PB_W@Z
6,j_??0_ATL_COM_MODULE70@ATL@@QAE@XZ
7,j_??0?$CTraceCategoryEx@$0EAA@$0A@@ATL@@QAE@PB_W@Z
8,j_?fFileExists@CGenericUCPDlg@@AAEHPA_W@Z
9,j_?GetMessageMap@CSCPDDisplay@@MBEPBUAFX_MSGMAP@@XZ
10,j_?AddDevice@CGenericUCPDlg@@QAEXPAUIUPnPDevice@@@Z
11,j_??_GCDeviceFinderCallback@@QAEPAXI@Z
12,j_??0CGenericUCPDlg@@QAE@PAVCWnd@@@Z
13,j_??$AtlMultiply@K@ATL@@YAJPAKKK@Z
14,j_?iNumberOfInArguments@CGenericUCPDlg@@AAEHPA_W@Z
15,j_?OnFindbyUDN@CGenericUCPDlg@@IAEXXZ
16,j_?OnFindByType@CGenericUCPDlg@@IAEXXZ
17,j_?StaticInitialize@CAtlStringMgr@ATL@@CA_NXZ
18,j_?OnSelEndOkComboDevice@CGenericUCPDlg@@IAEXXZ
19,j_?OnInitDialog@CDeviceProp@@MAEHXZ
20,j_??0?$CTraceCategoryEx@$01$0A@@ATL@@QAE@PB_W@Z
21,j_?OnInitDialog@CGenericUCPDlg@@MAEHXZ
22,j_?AddRef@CUPnPAsyncResult@@UAGKXZ
23,j_??0IUPnPServiceCallback@@QAE@XZ
24,j_?DeviceRemoved@CDeviceFinderCallback@@UAGJJPA_W@Z
25,j_??1CServiceCallback@@QAE@XZ
26,j_?GetCategoryName@CTrace@ATL@@CAPA_WI@Z
27,j_??0?$CTraceCategoryEx@$0IAAAA@$0A@@ATL@@QAE@PB_W@Z
28,j_?Free@CWin32Heap@ATL@@UAEXPAX@Z
29,j_??_ECSCPDDisplay@@UAEPAXI@Z
30,j_?OnSysCommand@CGenericUCPDlg@@IAEXIJ@Z
31,j_?StateVariableChanged@CServiceCallback@@UAGJPAUIUPnPService@@PB_WUtagVARIANT@@@Z
32,j_?OnAppAbout@CGenericUCPDlg@@IAEXXZ
33,j_?SupportsApplicationRecovery@CWinApp@@UBEHXZ
34,j_?HrDestroyArgVariants@@YAJKPAPAPAUtagVARIANT@@@Z
35,j_?ServiceInstanceDied@CServiceCallback@@UAGJPAUIUPnPService@@@Z
36,j_??RCTraceFileAndLineInfo@ATL@@QBAXPB_WZZ
37,j_??__FstrMgr@?1??GetInstance@CAtlStringMgr@ATL@@SAPAUIAtlStringMgr@2@XZ@YAXXZ
38,j_?OnDiscoveryClicked@CGenericUCPDlg@@IAEXXZ
39,j_?Clone@CAtlStringMgr@ATL@@UAEPAUIAtlStringMgr@2@XZ
40,j_?DoDataExchange@CSCPDDisplay@@MAEXPAVCDataExchange@@@Z
41,j_??0?$CTraceCategoryEx@$0EAAAAA@$0A@@ATL@@QAE@PB_W@Z
42,j_?ReleaseObj@@YAXPAUIUnknown@@@Z
43,j_?OnInvokeAsyncAction@CGenericUCPDlg@@AAEXPA_WHUtagVARIANT@@@Z
44,j_??_ECAboutDlg@@UAEPAXI@Z
45,j_??1CUPnPAsyncResult@@QAE@XZ
46,j_??_ECWin32Heap@ATL@@UAEPAXI@Z
47,j_?SearchComplete@CDeviceFinderCallback@@UAGJJ@Z
48,j_??0?$CTraceCategoryEx@$0BA@$0A@@ATL@@QAE@PB_W@Z
49,j_??B?$CTraceCategoryEx@$00$0A@@ATL@@QAEIXZ
50,j_?_AtlRaiseException@ATL@@YAXKK@Z
51,j_?Allocate@CWin32Heap@ATL@@UAEPAXI@Z
52,j_??1CAtlComModule@ATL@@QAE@XZ
53,j_??$AtlAdd@I@ATL@@YAJPAIII@Z
54,j_??0CAboutDlg@@QAE@XZ
55,j_?SetDialogPointer@CServiceCallback@@QAEXPAVCGenericUCPDlg@@@Z
56,j_?ProcessFindByType@CGenericUCPDlg@@AAEXPA_W@Z
57,j_??1_ATL_COM_MODULE70@ATL@@QAE@XZ
58,j_??0?$CTraceCategoryEx@$0BAAAA@$0A@@ATL@@QAE@PB_W@Z
59,j_?GetThisMessageMap@CAboutDlg@@KGPBUAFX_MSGMAP@@XZ
60,j_?Free@CCRTAllocator@ATL@@SAXPAX@Z
61,j_??1_ATL_WIN_MODULE70@ATL@@QAE@XZ
62,j_??1CGenericUCPDlg@@UAE@XZ
63,j_??_GCDeviceProp@@UAEPAXI@Z
64,j_??0?$CSimpleArray@GV?$CSimpleArrayEqualHelper@G@ATL@@@ATL@@QAE@XZ
65,j_?OnAsyncFind@CGenericUCPDlg@@IAEXXZ
66,j_?OnInvokeSyncAction@CGenericUCPDlg@@AAEXPA_WHUtagVARIANT@@@Z
67,j_?Width@CRect@@QBEHXZ
68,j_?_AtlInitializeCriticalSectionEx@ATL@@YAHPAU_RTL_CRITICAL_SECTION@@KK@Z
69,j_??_GCAtlStringMgr@ATL@@UAEPAXI@Z
70,j_??1CWin32Heap@ATL@@UAE@XZ
71,j_??1?$CSimpleArray@GV?$CSimpleArrayEqualHelper@G@ATL@@@ATL@@QAE@XZ
72,j_?GetThisMessageMap@CGenericUCPApp@@KGPBUAFX_MSGMAP@@XZ
73,j_?VariantSetArray@@YAXPAUtagSAFEARRAY@@AAUtagVARIANT@@@Z
74,j_?ClearDeviceCombo@CGenericUCPDlg@@AAEXXZ
75,j_?Reallocate@CWin32Heap@ATL@@UAEPAXPAXI@Z
76,j_?OnPaint@CGenericUCPDlg@@IAEXXZ
77,j_??1CAtlStringMgr@ATL@@UAE@XZ
78,j_??0_ATL_WIN_MODULE70@ATL@@QAE@XZ
79,j_?SupportsRestartManager@CWinApp@@UBEHXZ
80,j_?DeviceAdded@CDeviceFinderCallback@@UAGJJPAUIUPnPDevice@@@Z
81,j_??0CUPnPAsyncResult@@QAE@XZ
82,j_?Init@CUPnPAsyncResult@@QAGJXZ
83,j_??_GCServiceCallback@@QAEPAXI@Z
84,j_??0?$CTraceCategoryEx@$03$0A@@ATL@@QAE@PB_W@Z
85,j_?AddRef@CStringData@ATL@@QAEXXZ
86,j_?GetApplicationRecoveryParameter@CWinApp@@UAEPAXXZ
87,j_?QueryInterface@CUPnPAsyncResult@@UAGJABU_GUID@@PAPAX@Z
88,j_?GetSize@CWin32Heap@ATL@@UAEIPAX@Z
89,j_??1?$CHeapPtr@_WVCCRTAllocator@ATL@@@ATL@@QAE@XZ
90,j_?OnSelEndOkComboService@CGenericUCPDlg@@IAEXXZ
91,j_??0IUPnPDeviceFinderCallback@@QAE@XZ
92,j_?QueryInterface@CServiceCallback@@UAGJABU_GUID@@PAPAX@Z
93,j_?GetMessageMap@CAboutDlg@@MBEPBUAFX_MSGMAP@@XZ
94,j_?RegisterCategory@CTrace@ATL@@SAXPB_WI@Z
95,j_?HrCreateSafeArray@@YAJGHPAPAUtagSAFEARRAY@@@Z
96,j_?GetApplicationRecoveryPingInterval@CWinApp@@UAEKXZ
97,j_??0CComCriticalSection@ATL@@QAE@XZ
98,j_?QueryInterface@CDeviceFinderCallback@@UAGJABU_GUID@@PAPAX@Z
99,j_??1CDeviceProp@@UAE@XZ
100,j_??__FstrHeap@?1??GetInstance@CAtlStringMgr@ATL@@SAPAUIAtlStringMgr@2@XZ@YAXXZ
101,j_?Term@CAtlComModule@ATL@@QAEXXZ
102,j_?OnCloseClick@CGenericUCPDlg@@IAEXXZ
103,j_?SafeStrCopy@@YAXPA_WPB_WI@Z
104,j_?RestoreAutosavedFilesAtRestart@CWinApp@@UBEHXZ
105,j_?InitInstance@CGenericUCPApp@@UAEHXZ
106,j_?ExitInstance@CGenericUCPApp@@UAEHXZ
107,j_??1CSCPDDisplay@@UAE@XZ
108,j_?AddRef@CServiceCallback@@UAGKXZ
109,j_?Release@CServiceCallback@@UAGKXZ
110,j_??0?$CHeapPtrBase@_WVCCRTAllocator@ATL@@@ATL@@IAE@XZ
